orf_id	ref dbname	EC	product	value

L2_129_74	COG_2013-12-27		COG0365 # I Lipid transport metabolism Function: Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases Organism: Pseudomonas aeruginosa (Pae)	16.0
	refseq-nr-2014-01-18		acetyl-coenzyme A synthetase	3.0
	seed-2014-01-30	6.2.1.1	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	15.0
	metacyc-v4-2011-07-03	6.2.1.1	Acetyl-coenzyme A synthetase OS Pyrobaculum arsenaticum (strain DSM 13514 / JCM 11321) GN acsA PE 3 SV 1 # UNIPROT A4WJG1 ACETATE--COA-LIGASE-RXN 6.2.1.1	33.0

L2_48_0				
	refseq-nr-2014-01-18		RNA-directed DNA polymerase (reverse transcriptase)	5.0
	seed-2014-01-30	2.7.7.49	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	16.0

L2_49_0				
	refseq-nr-2014-01-18		Polymorphic membrane protein, Chlamydia:Haemagluttinin:Filamentous haemagglutinin-like	5.0

L2_44_1	COG_2013-12-27		COG1186 # J Translation, ribosomal structure biogenesis Function: Protein chain release factor B Organism: Nostoc sp. PCC 7120 (Nos)	19.0
	refseq-nr-2014-01-18		Class I peptide chain release factor	6.0
	seed-2014-01-30		Hypothetical protein YaeJ similarity to translation release factor	7.0

L2_44_2				
	refseq-nr-2014-01-18		haloacid dehalogenase	2.0
	seed-2014-01-30		HAD-superfamily hydrolase, subfamily IA, variant 3	6.0

L2_46_1				
	refseq-nr-2014-01-18		oxidoreductase	1.0
	seed-2014-01-30	1.18.1.2	Ferredoxin--NADP(+) reductase (EC 1.18.1.2)	14.0

L2_46_2				
	refseq-nr-2014-01-18		putative uncharacterized protein	2.0
	seed-2014-01-30		MCBG-like protein (microcin resistance protein)	4.0

L2_46_3				
	refseq-nr-2014-01-18		NodT family efflux transporter outer membrane lipoprotein	7.0
	seed-2014-01-30		RND efflux system, outer membrane lipoprotein, NodT family	8.0

L2_46_4				
	refseq-nr-2014-01-18		RND efflux system, inner membrane transporter CmeB	7.0
	seed-2014-01-30		RND efflux system, inner membrane transporter CmeB	7.0

L2_46_5				
	refseq-nr-2014-01-18		RND family efflux transporter MFP subunit	6.0
	seed-2014-01-30		efflux transporter, RND family, MFP subunit	6.0

L2_46_6				
	refseq-nr-2014-01-18		methylated-DNA--cysteine S-methyltransferase	2.0
	seed-2014-01-30	2.1.1.63	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	14.0

L2_46_7				
	refseq-nr-2014-01-18		WD40-like Beta Propeller	3.0

L2_46_8	COG_2013-12-27		COG1902 # C Energy production conversion Function: NADH:flavin oxidoreductases, Old Yellow Enzyme family Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	20.0
	refseq-nr-2014-01-18		NADH:flavin oxidoreductase	2.0
	seed-2014-01-30		COG1902: NADH:flavin oxidoreductases, Old Yellow Enzyme family	7.0

L2_46_9				
	refseq-nr-2014-01-18		alpha/beta hydrolase	2.0
	seed-2014-01-30		Hydrolase, alpha/beta fold family	4.0

L2_47_0	COG_2013-12-27		COG4380 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Neisseria meningitidis MC58 (Nme)	13.0
	refseq-nr-2014-01-18		putative lipoprotein	2.0
	seed-2014-01-30		lipoprotein, putative	2.0

L2_47_1				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		Probable lipoprotein	2.0

L2_47_2	COG_2013-12-27		COG1462 # M Cell wall/membrane/envelope biogenesis Function: Uncharacterized protein involved formation curli polymers Organism: Neisseria meningitidis MC58 (Nme)	17.0
	refseq-nr-2014-01-18		curli production assembly protein CsgG	4.0
	seed-2014-01-30		PROBABLE LIPOPROTEIN	2.0

L2_40_0				
	refseq-nr-2014-01-18		Polymorphic membrane protein, Chlamydia:Haemagluttinin:Filamentous haemagglutinin-like	5.0

L2_41_0				
	refseq-nr-2014-01-18		integrase	1.0
	seed-2014-01-30		Mobile element protein	2.0

L2_42_0				
	refseq-nr-2014-01-18		nitroreductase	1.0

L2_42_5	COG_2013-12-27		COG0500 # QR Function: SAM-dependent methyltransferases Organism: Pseudomonas aeruginosa (Pae)	10.0
	refseq-nr-2014-01-18		Methyltransferase type 12	3.0
	seed-2014-01-30		blr0228 	1.0

L2_42_6				
	refseq-nr-2014-01-18		transferase hexapeptide repeat protein	3.0

L2_42_7				
	CAZY_2014_09_04		GlcNAc-PI de-N-acetylase family [ (CE14)	5.0
	refseq-nr-2014-01-18		N-acetylglucosaminylphosphatidylinositol deacetylase	2.0
	seed-2014-01-30		FIG00675648: 	1.0

L2_42_8				
	refseq-nr-2014-01-18		formyl transferase	2.0
	seed-2014-01-30		putative transformylase	2.0

L2_42_9				
	refseq-nr-2014-01-18		UDP-N-acetyl-D-glucosamine 2-epimerase, UDP-hydrolysing, partial	4.0
	seed-2014-01-30	5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	14.0

L2_42_10	COG_2013-12-27		COG0582 # L Replication, recombination repair Function: Integrase Organism: Vibrio cholerae (Vch)	12.0
	refseq-nr-2014-01-18		integron integrase, partial	3.0
	seed-2014-01-30		Integron integrase IntIPac	3.0

L2_42_11				
	refseq-nr-2014-01-18		phosphoserine phosphatase	2.0
	seed-2014-01-30	3.1.3.3	Phosphoserine phosphatase (EC 3.1.3.3)	14.0

L2_42_12				
	refseq-nr-2014-01-18		4Fe-4S ferredoxin	2.0
	seed-2014-01-30		4Fe-4S ferredoxin, iron-sulfur binding	4.0

L2_42_13				
	refseq-nr-2014-01-18		4Fe-4S ferredoxin	2.0
	seed-2014-01-30		4Fe-4S ferredoxin iron-sulfur binding domain protein	5.0

L2_42_14				
	refseq-nr-2014-01-18		alanyl-tRNA synthetase	2.0
	seed-2014-01-30	6.1.1.7	Alanyl-tRNA synthetase (EC 6.1.1.7)	14.0
	metacyc-v4-2011-07-03	6.1.1.7	Alanyl-tRNA synthetase OS Pelobacter carbinolicus (strain DSM 2380 / Gra Bd 1) GN alaS PE 3 SV 2 # UNIPROT Q3A1W0 ALANINE--TRNA-LIGASE-RXN 6.1.1.7	33.0

L2_42_15				
	seed-2014-01-30		FIG00496735: 	1.0

L2_42_16				
	refseq-nr-2014-01-18		2-oxoglutarate ferredoxin oxidoreductase subunit alpha	5.0
	seed-2014-01-30	1.2.7.3	2-oxoglutarate oxidoreductase, alpha subunit (EC 1.2.7.3)	16.0

L2_42_17	COG_2013-12-27		COG1013 # C Energy production conversion Function: Pyruvate:ferredoxin oxidoreductase related 2-oxoacid:ferredoxin oxidoreductases, beta subunit Organism: Mycobacterium tuberculosis CDC1551 (MtC)	19.0
	refseq-nr-2014-01-18		2-oxoacid ferredoxin oxidoreductase subunit beta	5.0
	seed-2014-01-30	1.2.7.3	2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)	16.0

L2_42_18	COG_2013-12-27		COG0825 # I Lipid transport metabolism Function: Acetyl-CoA carboxylase alpha subunit Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0
	refseq-nr-2014-01-18		Acetyl-coenzyme A carboxyl transferase alpha chain	6.0
	seed-2014-01-30	6.4.1.2	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	18.0
	metacyc-v4-2011-07-03	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS Heliobacterium modesticaldum (strain ATCC 51547 / Ice1) GN accA PE 3 SV 1 # UNIPROT B0TI32 ACETYL-COA-CARBOXYLTRANSFER-RXN 6.4.1.2	36.0

L2_42_19	COG_2013-12-27		COG0776 # L Replication, recombination repair Function: Bacterial nucleoid DNA-binding protein Organism: Xylella fastidiosa 9a5c (Xfa)	15.0
	refseq-nr-2014-01-18		DNA-binding protein HU-beta, NS1 (HU-1)	4.0
	seed-2014-01-30		DNA-binding protein HBsu	2.0

L2_42_20	COG_2013-12-27		COG0231 # J Translation, ribosomal structure biogenesis Function: Translation elongation factor P (EF-P)/translation initiation 5A (eIF-5A) Organism: Aquifex aeolicus (Aae)	20.0
	refseq-nr-2014-01-18		translation elongation factor P	4.0
	seed-2014-01-30		Translation elongation factor P	4.0

L2_42_21	COG_2013-12-27		COG0511 # I Lipid transport metabolism Function: Biotin carboxyl carrier protein Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		Biotin carboxyl carrier protein acetyl-CoA carboxylase	5.0
	seed-2014-01-30		Biotin carboxyl carrier protein acetyl-CoA carboxylase	5.0

L2_42_22	COG_2013-12-27		COG0439 # I Lipid transport metabolism Function: Biotin carboxylase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	refseq-nr-2014-01-18		acetyl-CoA carboxylase subunit alpha	4.0
	seed-2014-01-30	6.3.4.14	Biotin carboxylase acetyl-CoA (EC 6.3.4.14)	15.0
	metacyc-v4-2011-07-03	6.3.4.14	Pyruvate carboxylase subunit A OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN pycA PE 1 SV # UNIPROT Q58626 BIOTIN-CARBOXYL-RXN 6.3.4.14	38.0

L2_42_23	COG_2013-12-27		COG0086 # K Transcription Function: DNA-directed RNA polymerase, beta' subunit/160 kD subunit Organism: Pseudomonas aeruginosa (Pae)	16.0
	refseq-nr-2014-01-18		DNA-directed RNA polymerase subunit beta'	5.0
	seed-2014-01-30	2.7.7.6	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	17.0

L2_42_24	COG_2013-12-27		COG0085 # K Transcription Function: DNA-directed RNA polymerase, beta subunit/140 kD subunit Organism: Chlamydophila pneumoniae CWL029 (Cpn)	17.0
	refseq-nr-2014-01-18		DNA-directed RNA polymerase beta subunit	5.0
	seed-2014-01-30	2.7.7.6	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	17.0

L2_42_25	COG_2013-12-27		COG0222 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L7/L12 Organism: Neisseria meningitidis MC58 (Nme)	15.0
	refseq-nr-2014-01-18		50S ribosomal protein L7/L12	3.0
	seed-2014-01-30		LSU ribosomal protein L7/L12 (P1/P2)	4.0

L2_42_26				
	refseq-nr-2014-01-18		50S ribosomal protein L10	3.0
	seed-2014-01-30		LSU ribosomal protein L10p (P0)	4.0

L2_42_27	COG_2013-12-27		COG0081 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L1 Organism: Staphylococcus aureus N315 (Sau)	15.0
	refseq-nr-2014-01-18		50S ribosomal protein L1	3.0
	seed-2014-01-30		LSU ribosomal protein L1p (L10Ae)	4.0

L2_42_28	COG_2013-12-27		COG0080 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L11 Organism: Staphylococcus aureus N315 (Sau)	15.0
	refseq-nr-2014-01-18		50S ribosomal protein L11	3.0
	seed-2014-01-30		LSU ribosomal protein L11p (L12e)	4.0

L2_42_29				
	refseq-nr-2014-01-18		transcription antitermination protein NusG	3.0
	seed-2014-01-30		Transcription antitermination protein NusG	3.0

L2_42_30				
	refseq-nr-2014-01-18		preprotein translocase subunit SecE	4.0
	seed-2014-01-30		Preprotein translocase subunit SecE (TC 3.A.5.1.1)	6.0

L2_42_32				
	refseq-nr-2014-01-18		short-chain dehydrogenase	2.0
	seed-2014-01-30		Short-chain dehydrogenase/reductase SDR	3.0

L2_42_33				
	refseq-nr-2014-01-18		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	3.0
	seed-2014-01-30	1.17.7.1	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	15.0
	metacyc-v4-2011-07-03	1.17.7.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase OS Chlorobium tepidum GN ispG PE 3 SV 1 # UNIPROT Q8KG23 RXN0-882 1.17.7.1	27.0

L2_42_34				
	refseq-nr-2014-01-18		septum formation initiator	3.0
	seed-2014-01-30		Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage	9.0

L2_42_35	COG_2013-12-27		COG0148 # G Carbohydrate transport metabolism Function: Enolase Organism: Ralstonia solanacearum (Rso)	12.0
	refseq-nr-2014-01-18		Phosphopyruvate hydratase	2.0
	seed-2014-01-30	4.2.1.11	Enolase (EC 4.2.1.11)	13.0
	metacyc-v4-2011-07-03	4.2.1.11	Enolase OS Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 JCM 1222 NCTC 11817 S12) GN eno PE 3 SV 1 # UNIPROT B7GTK2 2PGADEHYDRAT-RXN 4.2.1.11	38.0

L2_42_36				
	refseq-nr-2014-01-18		MULTISPECIES: elongation factor G	4.0
	seed-2014-01-30		Translation elongation factor G-related protein	4.0

L2_42_37				
	CAZY_2014_09_04		Dolichyl-phosphate beta-D-mannosyltransferase [ (GT2)	4.0
	refseq-nr-2014-01-18		dolichyl-phosphate beta-D-mannosyltransferase	2.0
	seed-2014-01-30		Apolipoprotein N-acyltransferase (EC 2.3.1.-) / Copper homeostasis protein CutE	8.0

L2_42_38				
	refseq-nr-2014-01-18		4Fe-4S ferredoxin	2.0
	seed-2014-01-30		Photosystem P840 reaction center iron-sulfur subunit PscB	7.0

L2_42_39				
	refseq-nr-2014-01-18		photosystem P840 reaction center, large subunit, partial	7.0
	seed-2014-01-30		Photosystem P840 reaction center large subunit PscA	7.0

L2_42_41				
	refseq-nr-2014-01-18		diaminopimelate epimerase	2.0
	seed-2014-01-30	5.1.1.7	Diaminopimelate epimerase (EC 5.1.1.7)	14.0
	metacyc-v4-2011-07-03	5.1.1.7	Diaminopimelate epimerase OS Chlorobium tepidum GN dapF PE 3 SV 1 # UNIPROT Q8KAX9 DIAMINOPIMEPIM-RXN 5.1.1.7	26.0

L2_42_42	COG_2013-12-27		COG0334 # E Amino acid transport metabolism Function: Glutamate dehydrogenase/leucine dehydrogenase Organism: Thermoplasma acidophilum (Tac)	15.0
	refseq-nr-2014-01-18		glutamate dehydrogenase/leucine dehydrogenase	3.0
	seed-2014-01-30	1.4.1.2	NAD-specific glutamate dehydrogenase (EC 1.4.1.2) NADP-specific 1.4.1.4)	17.0
	metacyc-v4-2011-07-03	1.4.1.4	NADP-specific glutamate dehydrogenase OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN gdhA PE 3 SV 1 # UNIPROT P54386 GLUTDEHYD-RXN SSP1148:SLR0710-MONOMER 1.4.1.4	35.0

L2_42_43	COG_2013-12-27		COG3636 # K Transcription Function: Predicted transcriptional regulator Organism: Xylella fastidiosa 9a5c (Xfa)	13.0
	refseq-nr-2014-01-18		putative addiction module antidote protein	4.0
	seed-2014-01-30		FIG045511: hypothetical antitoxin (to FIG022160: toxin)	6.0

L2_42_44	COG_2013-12-27		COG3657 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Nostoc sp. PCC 7120 (Nos)	14.0
	refseq-nr-2014-01-18		addiction module antitoxin RelB	4.0
	seed-2014-01-30		FIG022160: hypothetical toxin	3.0

L2_42_45	COG_2013-12-27		NULL # H Coenzyme transport metabolism Function: Porphobilinogen deaminase Organism: Rickettsia conorii (Rco)	13.0
	refseq-nr-2014-01-18		Protein unknown function DUF4415	4.0
	seed-2014-01-30		FIG01015528: 	1.0

L2_42_46				
	refseq-nr-2014-01-18		MULTISPECIES: conserved membrane 	2.0

L2_42_48	COG_2013-12-27		COG0108 # H Coenzyme transport metabolism Function: 3,4-dihydroxy-2-butanone 4-phosphate synthase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0
	refseq-nr-2014-01-18		3,4-dihydroxy-2-butanone 4-phosphate synthase	3.0
	seed-2014-01-30	4.1.99.12	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	15.0
	metacyc-v4-2011-07-03	4.1.99.12	3,4-dihydroxy-2-butanone 4-phosphate synthase OS Pelobacter propionicus (strain DSM 2379) GN ribB PE 3 SV 1 # UNIPROT A1AKS6 DIOHBUTANONEPSYN-RXN 4.1.99.12	30.0

L2_42_50				
	CAZY_2014_09_04		monofunctional biosynthetic peptidoglycan transglycosylase [ (GT51)	6.0
	refseq-nr-2014-01-18		monofunctional biosynthetic peptidoglycan transglycosylase	4.0
	seed-2014-01-30		Monofunctional biosynthetic peptidoglycan transglycosylase (EC 2.4.2.-)	6.0

L2_42_51				
	refseq-nr-2014-01-18		DNA mismatch repair protein MutL	4.0
	seed-2014-01-30		DNA mismatch repair protein MutL	4.0

L2_42_52				
	refseq-nr-2014-01-18		damage-inducible protein CinA	2.0
	seed-2014-01-30		N-terminal domain CinA protein, COG1058 / C-terminal type S	9.0

L2_42_53				
	refseq-nr-2014-01-18		aspartokinase	1.0
	seed-2014-01-30	2.7.2.4	Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase 1.1.1.3)	17.0

L2_42_54	COG_2013-12-27		COG0224 # C Energy production conversion Function: F0F1-type ATP synthase, gamma subunit Organism: Aquifex aeolicus (Aae)	16.0
	refseq-nr-2014-01-18		ATP synthase F1 subcomplex gamma subunit	6.0
	seed-2014-01-30	3.6.3.14	ATP synthase gamma chain (EC 3.6.3.14)	16.0

L2_42_55	COG_2013-12-27		COG0056 # C Energy production conversion Function: F0F1-type ATP synthase, alpha subunit Organism: Aquifex aeolicus (Aae)	16.0
	refseq-nr-2014-01-18		F0F1 ATP synthase subunit alpha	5.0
	seed-2014-01-30	3.6.3.14	ATP synthase alpha chain (EC 3.6.3.14)	16.0
	metacyc-v4-2011-07-03	3.6.3.14	ATP synthase subunit alpha OS Ureaplasma parvum serovar 3 (strain ATCC 27815 / 27 NCTC 11736) GN atpA PE SV 1 # UNIPROT B1AIC1 ATPSYN-RXN 3.6.3.14	36.0

L2_42_56				
	refseq-nr-2014-01-18		homoserine kinase	2.0
	seed-2014-01-30	2.7.1.39	Homoserine kinase (EC 2.7.1.39)	14.0
	metacyc-v4-2011-07-03	2.7.1.39	Homoserine kinase OS Chlorobium tepidum GN thrB PE 3 SV 1 # UNIPROT Q8KAW7 HOMOSERKIN-RXN 2.7.1.39	26.0

L2_42_57				
	refseq-nr-2014-01-18		threonine synthase	2.0
	seed-2014-01-30	4.2.3.1	Threonine synthase (EC 4.2.3.1)	14.0

L2_42_58				
	refseq-nr-2014-01-18		1-acyl-sn-glycerol-3-phosphate acyltransferase	2.0
	seed-2014-01-30	2.3.1.51	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	14.0

L2_42_59	COG_2013-12-27		COG0054 # H Coenzyme transport metabolism Function: Riboflavin synthase beta-chain Organism: Haemophilus influenzae (Hin)	14.0
	refseq-nr-2014-01-18		6,7-dimethyl-8-ribityllumazine synthase	2.0
	seed-2014-01-30	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	14.0
	metacyc-v4-2011-07-03	2.5.1.9	6,7-dimethyl-8-ribityllumazine synthase OS Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 NS-E) GN ribH PE 3 SV 1 # UNIPROT B9K7K0 RIBOFLAVIN-SYN-RXN 2.5.1.9	33.0

L2_42_60	COG_2013-12-27		COG0279 # G Carbohydrate transport metabolism Function: Phosphoheptose isomerase Organism: Helicobacter pylori J99 (jHp)	14.0
	refseq-nr-2014-01-18		phosphoheptose isomerase	2.0
	seed-2014-01-30		Phosphoheptose isomerase 1 (EC 5.3.1.-)	5.0

L2_42_61	COG_2013-12-27		COG0407 # H Coenzyme transport metabolism Function: Uroporphyrinogen-III decarboxylase Organism: Escherichia coli O157:H7 (Ecs)	14.0
	refseq-nr-2014-01-18		uroporphyrinogen decarboxylase	2.0
	seed-2014-01-30	4.1.1.37	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	15.0
	metacyc-v4-2011-07-03	4.1.1.37	Uroporphyrinogen decarboxylase OS Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469) GN hemE PE 3 SV 1 # UNIPROT Q11X05 UROGENDECARBOX-RXN 4.1.1.37	32.0

L2_42_62				
	refseq-nr-2014-01-18		heterodisulfide reductase subunit B	4.0
	seed-2014-01-30		Putative succinate dehydrogenase cytochrome b subunit	6.0

L2_42_63				
	refseq-nr-2014-01-18		succinate dehydrogenase fumarate reductase iron-sulfur protein	5.0
	seed-2014-01-30	1.3.99.1	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	15.0

L2_42_64	COG_2013-12-27		COG1053 # C Energy production conversion Function: Succinate dehydrogenase/fumarate reductase, flavoprotein subunit Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	refseq-nr-2014-01-18		ubiquinone-dependent succinate dehydrogenase or fumarate reductase, flavoprotein subunit	8.0
	seed-2014-01-30	1.3.99.1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	16.0
	metacyc-v4-2011-07-03	1.3.99.1	Succinate dehydrogenase flavoprotein subunit OS Salmonella typhimurium GN sdhA PE 3 SV 1 # UNIPROT Q8ZQU3 SUCC-FUM-OXRED-RXN STYP99287:STM0734-MONOMER 1.3.99.1	29.0

L2_42_65				
	refseq-nr-2014-01-18		signal transduction protein	2.0
	seed-2014-01-30		CBS domain protein	2.0

L2_42_66				
	refseq-nr-2014-01-18		beta-lactamase	1.0
	seed-2014-01-30		Metallo-beta-lactamase family protein	2.0

L2_42_67				
	seed-2014-01-30		FIG00946531: 	1.0

L2_42_70				
	refseq-nr-2014-01-18		protochlorophyllide reductase	2.0
	seed-2014-01-30		FIG00495524: 	1.0

L2_42_71				
	refseq-nr-2014-01-18		chlorosome envelope protein B	3.0
	seed-2014-01-30		Chlorosome protein B envelope	3.0

L2_42_72				
	refseq-nr-2014-01-18		aminoglycoside phosphotransferase	2.0
	seed-2014-01-30		COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases	7.0

L2_42_73				
	refseq-nr-2014-01-18		nucleotidyl transferase	2.0
	seed-2014-01-30	2.7.7.13	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13 )	15.0

L2_42_74				
	seed-2014-01-30		alternate gene name: yzbB	4.0

L2_42_75				
	refseq-nr-2014-01-18		sodium:solute symporter	2.0
	seed-2014-01-30		sodium/iodide co-transporter	2.0

L2_43_2				
	refseq-nr-2014-01-18		alginate biosynthesis sensor protein KinB	4.0
	seed-2014-01-30		periplasmic sensor signal transduction histidine kinase	6.0

L2_43_3				
	refseq-nr-2014-01-18		amino acid transporter	3.0
	seed-2014-01-30		amino acid permease family protein	4.0

L2_135_0	COG_2013-12-27		COG2204 # T Signal transduction mechanisms Function: Response regulator containing CheY-like receiver, AAA-type ATPase, DNA-binding domains Organism: Pseudomonas aeruginosa (Pae)	20.0
	refseq-nr-2014-01-18		alginate biosynthesis transcriptional regulatory protein AlgB	5.0
	seed-2014-01-30		Response regulator zinc sigma-54-dependent two-component system	6.0

L2_135_1				
	refseq-nr-2014-01-18		amino acid transporter	3.0
	seed-2014-01-30		amino acid transporter-like transmembrane protein	4.0

L2_135_2				
	refseq-nr-2014-01-18		, partial	2.0
	seed-2014-01-30		Mobile element protein	2.0

L2_137_0	COG_2013-12-27		COG1151 # C Energy production conversion Function: 6Fe-6S prismane cluster-containing protein Organism: Fusobacterium nucleatum (Fnu)	14.0
	refseq-nr-2014-01-18		hydroxylamine reductase	2.0
	seed-2014-01-30		Hydroxylamine reductase (EC 1.7.-.-)	4.0

L2_137_1				
	seed-2014-01-30		TPR repeat	2.0

L2_137_2				
	refseq-nr-2014-01-18		4Fe-4S ferredoxin	2.0
	seed-2014-01-30		Ferredoxin 3 fused to uncharacterized domain	6.0

L2_137_3				
	refseq-nr-2014-01-18		Rrf2 family transcriptional regulator	4.0
	seed-2014-01-30		transcriptional regulator, BadM/Rrf2 family	4.0

L2_137_4				
	refseq-nr-2014-01-18		type 12 methyltransferase	3.0
	seed-2014-01-30		SAM (and some other nucleotide) binding motif	7.0

L2_137_5	COG_2013-12-27		NULL # G Carbohydrate transport metabolism Function: ABC-type sugar system, periplasmic component Organism: Deinococcus radiodurans (Dra)	16.0
	refseq-nr-2014-01-18		cytochrome C	2.0
	seed-2014-01-30		FIG00495910: 	1.0

L2_137_7				
	refseq-nr-2014-01-18		peptidase M50	2.0
	seed-2014-01-30		peptidase M50	2.0

L2_137_8				
	refseq-nr-2014-01-18		dihydropteroate synthase	2.0
	seed-2014-01-30	2.5.1.15	Dihydropteroate synthase (EC 2.5.1.15)	14.0

L2_137_9				
	seed-2014-01-30		Putative DNA-binding protein	2.0

L2_137_10				
	refseq-nr-2014-01-18		chromosome segregation protein SMC	3.0
	seed-2014-01-30		Chromosome partition protein smc	3.0

L2_137_11				
	refseq-nr-2014-01-18		hydrolase	1.0
	seed-2014-01-30		Hydrolase, haloacid dehalogenase-like family	4.0

L2_137_12				
	refseq-nr-2014-01-18		nitrogen utilization protein B	3.0
	seed-2014-01-30		Transcription termination protein NusB	3.0

L2_137_13	COG_2013-12-27		COG0177 # L Replication, recombination repair Function: Predicted EndoIII-related endonuclease Organism: Neisseria meningitidis MC58 (Nme)	15.0
	refseq-nr-2014-01-18		endonuclease III	2.0
	seed-2014-01-30	4.2.99.18	Endonuclease III (EC 4.2.99.18)	14.0

L2_137_14				
	seed-2014-01-30		FIG00496719: 	1.0

L2_137_15				
	refseq-nr-2014-01-18		Para-aminobenzoate synthase, component I	4.0
	seed-2014-01-30	2.6.1.85	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85) / Aminodeoxychorismate lyase 4.1.3.38) # PabAa/PabAc	22.0

L2_137_16				
	refseq-nr-2014-01-18		phosphatase GppA	2.0
	seed-2014-01-30	3.6.1.11	Exopolyphosphatase (EC 3.6.1.11)	13.0

L2_137_17				
	refseq-nr-2014-01-18		phosphatidate cytidylyltransferase	2.0
	seed-2014-01-30		Phytol kinase (2.7.1.-)	3.0

L2_137_18				
	refseq-nr-2014-01-18		translation factor Sua5	3.0
	seed-2014-01-30		TsaC protein (YrdC-Sua5 domains) required threonylcarbamoyladenosine t(6)A37 modification tRNA	8.0

L2_137_19				
	seed-2014-01-30		FIG00495545: 	1.0

L2_137_20				
	refseq-nr-2014-01-18		MULTISPECIES: ribosomal large subunit pseudouridine synthase B	7.0
	seed-2014-01-30	4.2.1.70	Ribosomal small subunit pseudouridine synthase A (EC 4.2.1.70)	18.0

L2_137_21				
	refseq-nr-2014-01-18		condensin subunit ScpB	3.0
	seed-2014-01-30		Segregation condensation protein B	3.0

L2_137_22				
	refseq-nr-2014-01-18		1-(5-phosphoribosyl)-5- imidazole-4-carboxamide isomerase	3.0
	seed-2014-01-30	5.3.1.16	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	16.0
	metacyc-v4-2011-07-03	5.3.1.16	1-(5-phosphoribosyl)-5- imidazole-4-carboxamide isomerase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN hisA PE 3 SV 1 # UNIPROT B3QRR1 PRIBFAICARPISOM-RXN 5.3.1.16	32.0

L2_137_23	COG_2013-12-27		COG0118 # E Amino acid transport metabolism Function: Glutamine amidotransferase Organism: Methanococcus jannaschii (Mja)	14.0
	refseq-nr-2014-01-18		imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	7.0
	seed-2014-01-30		Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	8.0

L2_137_24	COG_2013-12-27		COG0543 # HC Function: 2-polyprenylphenol hydroxylase related flavodoxin oxidoreductases Organism: Methanosarcina acetivorans str.C2A (Mac)	14.0
