orf_id	ref dbname	EC	product	value
gridtest_53_0	COG_2013-12-27		COG0173 # J Translation, ribosomal structure biogenesis Function: Aspartyl-tRNA synthetase Organism: Caulobacter vibrioides (Ccr)	14.0
	metacyc-v4-2011-07-03	6.1.1.12	Aspartyl-tRNA synthetase OS Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 H-6-12) GN aspS PE 3 SV 1 # UNIPROT B5YDT0 ASPARTATE--TRNA-LIGASE-RXN 6.1.1.12	33.0

gridtest_53_5	COG_2013-12-27		COG0047 # F Nucleotide transport metabolism Function: Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain Organism: Nostoc sp. PCC 7120 (Nos)	19.0
	metacyc-v4-2011-07-03	6.3.5.3	Phosphoribosylformylglycinamidine synthase 1 OS Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 P-2) GN purQ PE 3 SV # UNIPROT B9KZ37 FGAMSYN-RXN 6.3.5.3	33.0

gridtest_53_6	COG_2013-12-27		COG1828 # F Nucleotide transport metabolism Function: Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component Organism: Nostoc sp. PCC 7120 (Nos)	18.0

gridtest_53_8	COG_2013-12-27		COG0413 # H Coenzyme transport metabolism Function: Ketopantoate hydroxymethyltransferase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	metacyc-v4-2011-07-03	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase OS Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785) GN panB PE 3 SV 1 # UNIPROT A9B2U4 3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN 2.1.2.11	32.0

gridtest_53_11	COG_2013-12-27		COG1832 # R General function prediction only Function: Predicted CoA-binding protein Organism: Escherichia coli O157:H7 (Ecs)	15.0

gridtest_53_12	COG_2013-12-27		COG1181 # M Cell wall/membrane/envelope biogenesis Function: D-alanine-D-alanine ligase related ATP-grasp enzymes Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0
	metacyc-v4-2011-07-03	6.3.2.4	D-alanine--D-alanine ligase OS Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 JW/NM-WN-LF) GN ddl PE 3 SV 1 # UNIPROT B2A2Z6 DALADALALIG-RXN 6.3.2.4	33.0

gridtest_53_16	COG_2013-12-27		COG1136 # V Defense mechanisms Function: ABC-type antimicrobial peptide transport system, ATPase component Organism: Nostoc sp. PCC 7120 (Nos)	19.0

gridtest_52_2	COG_2013-12-27		COG0318 # IQ Function: Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II Organism: Bacillus halodurans (Bha)	13.0

gridtest_52_3	COG_2013-12-27		COG0161 # H Coenzyme transport metabolism Function: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	metacyc-v4-2011-07-03	2.6.1.62	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS Haemophilus influenzae (strain ATCC 51907 / DSM 11121 KW20 Rd) GN bioA PE 3 SV 1 # UNIPROT P44426 DAPASYN-RXN 2.6.1.62	34.0

gridtest_52_4	COG_2013-12-27		COG0132 # H Coenzyme transport metabolism Function: Dethiobiotin synthetase Organism: Neisseria meningitidis MC58 (Nme)	14.0
	metacyc-v4-2011-07-03	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD OS Neisseria meningitidis serogroup C (strain 053442) GN bioD PE 3 SV 1 # UNIPROT A9M388 DETHIOBIOTIN-SYN-RXN 6.3.3.3	32.0

gridtest_52_7	COG_2013-12-27		COG0156 # H Coenzyme transport metabolism Function: 7-keto-8-aminopelargonate synthetase related enzymes Organism: Neisseria meningitidis Z2491 (NmA)	16.0
	metacyc-v4-2011-07-03	2.3.1.47	Putative 8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase OS Desulfococcus oleovorans (strain DSM 6200 / Hxd3) GN PE 3 SV 1 # UNIPROT A8ZUS7 AKBLIG-RXN 2.3.1.47 2.3.1.29	35.0

gridtest_52_8				
	metacyc-v4-2011-07-03	2.8.1.6	Biotin synthase OS Chlorobium phaeobacteroides (strain BS1) GN bioB PE 3 SV 1 # UNIPROT B3EPW2 2.8.1.6-RXN 2.8.1.6	28.0

gridtest_52_12	COG_2013-12-27		COG0370 # P Inorganic ion transport metabolism Function: Fe2+ system protein B Organism: Methanosarcina acetivorans str.C2A (Mac)	16.0

gridtest_52_14	COG_2013-12-27		COG0537 # FGR Function: Diadenosine tetraphosphate (Ap4A) hydrolase other HIT family hydrolases Organism: Fusobacterium nucleatum (Fnu)	16.0

gridtest_52_15	COG_2013-12-27		COG1253 # R General function prediction only Function: Hemolysins related proteins containing CBS domains Organism: Nostoc sp. PCC 7120 (Nos)	20.0

gridtest_51_5	COG_2013-12-27		COG1343 # L Replication, recombination repair Function: Uncharacterized protein predicted to be involved DNA Organism: Streptococcus pyogenes M1 GAS (Spy)	18.0

gridtest_51_6	COG_2013-12-27		COG1518 # L Replication, recombination repair Function: Uncharacterized protein predicted to be involved DNA Organism: Streptococcus pyogenes M1 GAS (Spy)	18.0

gridtest_51_16	COG_2013-12-27		COG1487 # R General function prediction only Function: Predicted nucleic acid-binding protein, contains PIN domain Organism: Salmonella typhimurium LT2 (Sty)	20.0

gridtest_51_17	COG_2013-12-27		COG4456 # S Function unknown Function: Virulence-associated protein related proteins Organism: Salmonella typhimurium LT2 (Sty)	14.0

gridtest_51_19	COG_2013-12-27		COG1902 # C Energy production conversion Function: NADH:flavin oxidoreductases, Old Yellow Enzyme family Organism: Clostridium acetobutylicum (Cac)	17.0

gridtest_51_24	COG_2013-12-27		COG0655 # R General function prediction only Function: Multimeric flavodoxin WrbA Organism: Methanosarcina acetivorans str.C2A (Mac)	16.0

gridtest_51_28	COG_2013-12-27		COG0607 # P Inorganic ion transport metabolism Function: Rhodanese-related sulfurtransferase Organism: Vibrio cholerae (Vch)	14.0

gridtest_51_29	COG_2013-12-27		COG0446 # R General function prediction only Function: Uncharacterized NAD(FAD)-dependent dehydrogenases Organism: Aquifex aeolicus (Aae)	15.0

gridtest_51_32	COG_2013-12-27		COG0841 # V Defense mechanisms Function: Cation/multidrug efflux pump Organism: Vibrio cholerae (Vch)	13.0

gridtest_103_0	COG_2013-12-27		COG1225 # O Posttranslational modification, protein turnover, chaperones Function: Peroxiredoxin Organism: Campylobacter jejuni (Cje)	13.0

gridtest_128_9	COG_2013-12-27		COG1043 # M Cell wall/membrane/envelope biogenesis Function: Acyl---UDP-N-acetylglucosamine O-acyltransferase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	metacyc-v4-2011-07-03	2.3.1.129	Acyl---UDP-N-acetylglucosamine O-acyltransferase OS Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 SZ) GN lpxA PE 3 SV 1 # UNIPROT B3E4H5 UDPNACETYLGLUCOSAMACYLTRANS-RXN 2.3.1.129	33.0

gridtest_128_13				
	metacyc-v4-2011-07-03	2.4.1.21	Glycogen synthase OS Prosthecochloris aestuarii (strain DSM 271 / SK 413) GN glgA PE 3 SV 1 # UNIPROT B4S584 GLYCOGENSYN-RXN 2.4.1.21	32.0

gridtest_129_4	COG_2013-12-27		COG5304 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Rickettsia conorii (Rco)	12.0

gridtest_129_8	COG_2013-12-27		NULL # R General function prediction only Function: Bacteriophage tail assembly protein Organism: Nostoc sp. PCC 7120 (Nos)	17.0

gridtest_129_10	COG_2013-12-27		COG0041 # F Nucleotide transport metabolism Function: Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	metacyc-v4-2011-07-03	4.1.1.21	Phosphoribosylaminoimidazole carboxylase OS Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN ADE2 PE 1 SV # UNIPROT P21264 AIRCARBOXY-RXN MetaCyc:MONOMER-487 4.1.1.21	31.0

gridtest_129_11	COG_2013-12-27		COG3542 # S Function unknown Function: Uncharacterized conserved protein Organism: Ralstonia solanacearum (Rso)	11.0

gridtest_129_13	COG_2013-12-27		COG1252 # C Energy production conversion Function: NADH dehydrogenase, FAD-containing subunit Organism: Nostoc sp. PCC 7120 (Nos)	17.0

gridtest_129_15	COG_2013-12-27		COG4992 # E Amino acid transport metabolism Function: Ornithine/acetylornithine aminotransferase Organism: Methanothermobacter thermautotrophicus (Mth)	14.0
	metacyc-v4-2011-07-03	2.6.1.11	Acetylornithine aminotransferase OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN argD PE 3 SV 1 # UNIPROT Q58131 ACETYLORNTRANSAM-RXN 2.6.1.11	37.0

gridtest_129_22	COG_2013-12-27		COG0112 # E Amino acid transport metabolism Function: Glycine/serine hydroxymethyltransferase Organism: Xylella fastidiosa 9a5c (Xfa)	15.0
	metacyc-v4-2011-07-03	2.1.2.1	Serine hydroxymethyltransferase 2 OS Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) GN glyA2 PE 3 SV 1 # UNIPROT Q30P60 GLYOHMETRANS-RXN 2.1.2.1	33.0

gridtest_129_23				
	metacyc-v4-2011-07-03	4.1.99.12	Riboflavin biosynthesis protein ribBA OS Synechocystis sp. (strain ATCC 27184 / PCC 6803 N-1) GN PE 3 SV 1 # UNIPROT P74104 GTP-CYCLOHYDRO-II-RXN SSP1148:SLL1894-MONOMER 4.1.99.12 3.5.4.25	35.0

gridtest_129_24	COG_2013-12-27		COG0458 # EF Function: Carbamoylphosphate synthase large subunit (split gene MJ) Organism: Pasteurella multocida (Pmu)	15.0
	metacyc-v4-2011-07-03	6.3.5.5	Carbamoyl-phosphate synthase large chain, C-terminal section OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN carB2 PE 3 SV 1 # UNIPROT Q58776 CARBPSYN-RXN 6.3.5.5	41.0

gridtest_129_28	COG_2013-12-27		COG0058 # G Carbohydrate transport metabolism Function: Glucan phosphorylase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	metacyc-v4-2011-07-03	2.4.1.8	Maltodextrin phosphorylase OS Salinibacter ruber (strain DSM 13855 / M31) GN malP PE 3 SV 1 # UNIPROT Q2S6F4 MALTOSE-PHOSPHORYLASE-RXN 2.4.1.8	31.0

gridtest_129_29	COG_2013-12-27		COG0167 # F Nucleotide transport metabolism Function: Dihydroorotate dehydrogenase Organism: Lactococcus lactis (Lla)	13.0

gridtest_129_31	COG_2013-12-27		COG0245 # I Lipid transport metabolism Function: 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase Organism: Neisseria meningitidis Z2491 (NmA)	15.0
	metacyc-v4-2011-07-03	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase OS Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129) GN ispF PE 3 SV 1 # UNIPROT Q1AU09 RXN0-302 4.6.1.12	33.0

gridtest_129_34	COG_2013-12-27		COG0115 # EH Function: Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	metacyc-v4-2011-07-03	2.6.1.42	Branched-chain-amino-acid aminotransferase OS Pseudomonas aeruginosa GN ilvE PE 1 SV 2 # UNIPROT O86428 BRANCHED-CHAINAMINOTRANSFERLEU-RXN PAER208964:PA5013-MONOMER 2.6.1.42	27.0

gridtest_129_37	COG_2013-12-27		COG1324 # P Inorganic ion transport metabolism Function: Uncharacterized protein involved tolerance to divalent cations Organism: Rickettsia prowazekii (Rpr)	18.0

gridtest_129_39	COG_2013-12-27		COG0547 # E Amino acid transport metabolism Function: Anthranilate phosphoribosyltransferase Organism: Methanosarcina acetivorans str.C2A (Mac)	15.0
	metacyc-v4-2011-07-03	2.4.2.18	Anthranilate phosphoribosyltransferase OS Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 SI) GN trpD PE 3 SV 1 # UNIPROT A5D1S5 PRTRANS-RXN 2.4.2.18	33.0

gridtest_129_50	COG_2013-12-27		COG0403 # E Amino acid transport metabolism Function: Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain Organism: Staphylococcus aureus N315 (Sau)	20.0
	metacyc-v4-2011-07-03	1.4.4.2	Probable glycine dehydrogenase subunit 1 OS Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 P-2) GN gcvPA PE 3 SV # UNIPROT B9KZ42 GCVP-RXN 1.4.4.2	35.0

gridtest_129_51	COG_2013-12-27		COG0509 # E Amino acid transport metabolism Function: Glycine cleavage system H protein (lipoate-binding) Organism: Staphylococcus aureus N315 (Sau)	18.0

gridtest_129_55	COG_2013-12-27		COG2255 # L Replication, recombination repair Function: Holliday junction resolvasome, helicase subunit Organism: Neisseria meningitidis MC58 (Nme)	17.0

gridtest_129_56	COG_2013-12-27		COG0601 # EP Function: ABC-type dipeptide/oligopeptide/nickel transport systems, permease components Organism: Nostoc sp. PCC 7120 (Nos)	16.0

gridtest_129_63	COG_2013-12-27		COG0780 # R General function prediction only Function: Enzyme related to GTP cyclohydrolase I Organism: Thermotoga maritima (Tma)	18.0

gridtest_129_66	COG_2013-12-27		COG0606 # O Posttranslational modification, protein turnover, chaperones Function: Predicted ATPase chaperone activity Organism: Nostoc sp. PCC 7120 (Nos)	18.0

gridtest_129_69	COG_2013-12-27		COG4608 # E Amino acid transport metabolism Function: ABC-type oligopeptide system, ATPase component Organism: Thermotoga maritima (Tma)	17.0

gridtest_129_70	COG_2013-12-27		COG0313 # R General function prediction only Function: Predicted methyltransferases Organism: Mesorhizobium loti (Mlo)	14.0

gridtest_129_71	COG_2013-12-27		COG0414 # H Coenzyme transport metabolism Function: Panthothenate synthetase Organism: Mycobacterium tuberculosis CDC1551 (MtC)	14.0
	metacyc-v4-2011-07-03	6.3.2.1	Pantothenate synthetase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN panC PE 3 SV 1 # UNIPROT B3QSB4 PANTOATE-BETA-ALANINE-LIG-RXN 6.3.2.1	31.0

gridtest_129_72	COG_2013-12-27		COG1185 # J Translation, ribosomal structure biogenesis Function: Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0

gridtest_129_73	COG_2013-12-27		COG0495 # J Translation, ribosomal structure biogenesis Function: Leucyl-tRNA synthetase Organism: Streptococcus pyogenes M1 GAS (Spy)	16.0
	metacyc-v4-2011-07-03	6.1.1.4	Leucyl-tRNA synthetase 1 OS Rhizobium leguminosarum bv. viciae (strain 3841) GN leuS1 PE 3 SV # UNIPROT Q1MFI6 LEUCINE--TRNA-LIGASE-RXN RLEG216596:RL2798-MONOMER 6.1.1.4	31.0

gridtest_129_74	COG_2013-12-27		COG0365 # I Lipid transport metabolism Function: Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases Organism: Pseudomonas aeruginosa (Pae)	16.0
	metacyc-v4-2011-07-03	6.2.1.1	Acetyl-coenzyme A synthetase OS Pyrobaculum arsenaticum (strain DSM 13514 / JCM 11321) GN acsA PE 3 SV 1 # UNIPROT A4WJG1 ACETATE--COA-LIGASE-RXN 6.2.1.1	33.0

