KO	Function Category Level 4	Gene Count
K00920	E2.7.1.149, PIP4K; 1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]	0
K00921	PIKFYVE, FAB1; 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K00923	PIK3C2; phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]	0
K00901	E2.7.1.107, DGK, dgkA; diacylglycerol kinase [EC:2.7.1.107]	0
K01106	E3.1.3.56; inositol-1,4,5-trisphosphate 5-phosphatase [EC:3.1.3.56]	0
K10047	VTC4; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.-]	0
K05859	PLCG; phospholipase C, gamma [EC:3.1.4.11]	0
K05858	PLCB; phospholipase C, beta [EC:3.1.4.11]	0
K05857	PLCD; phospholipase C, delta [EC:3.1.4.11]	0
K01092	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	0
K04959	ITPR2; inositol 1,4,5-triphosphate receptor type 2	0
K04958	ITPR1; inositol 1,4,5-triphosphate receptor type 1	0
K01099	E3.1.3.36; phosphatidylinositol-bisphosphatase [EC:3.1.3.36]	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K02648	PI5K; phosphatidylinositol 5-kinase	0
K06067	HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]	0
K06066	CIR; CBF1 interacting corepressor	0
K06065	NCOR2, SMRT; nuclear receptor co-repressor 2	0
K06064	HAIRLESS; hairless	0
K06063	SNW1, SKIIP, SKIP; SNW domain-containing protein 1	0
K06062	PCAF, KAT2, GCN5; histone acetyltransferase [EC:2.3.1.48]	0
K06061	MAML; mastermind	0
K06060	PSENN; presenilin, other	0
K02353	DVL; dishevelled	0
K02599	NOTCH; Notch	0
K04522	PSEN2, PS2; presenilin 2 [EC:3.4.23.-]	0
K04505	PSEN1, PS1; presenilin 1 [EC:3.4.23.-]	0
K06171	NCSTN; nicastrin	0
K06170	PEN2; presenilin enhancer 2	0
K06172	APH1; anterior pharynx defective 1	0
K05948	FNG; fringe [EC:2.4.1.222]	0
K06058	DTX; deltex	0
K06059	ADAM17, TACE; disintegrin and metalloproteinase domain-containing protein 17 [EC:3.4.24.86]	0
K06056	PTCRA; pre T-cell antigen receptor alpha	0
K06057	NUMBL; numb	0
K06054	HES1; hairy and enhancer of split 1	0
K06055	HES5; hairy and enhancer of split 5	0
K06052	JAGGED; jagged	0
K06053	RBPSUH, RBPJK; recombining binding protein suppressor of hairless	0
K06051	DLL; delta	0
K04498	EP300, CREBBP, KAT3; E1A/CREB-binding protein [EC:2.3.1.48]	0
K04496	CTBP; C-terminal binding protein	0
K04497	GROUCHO; groucho	0
K02759	PTS-Cel-EIIA, celC; PTS system, cellobiose-specific IIA component [EC:2.7.1.69]	0
K02755	PTS-Bgl-EIIA, bglF; PTS system, beta-glucosides-specific IIA component [EC:2.7.1.69]	0
K10986	PTS-Gam-EIID, agaD; PTS system, galactosamine-specific IID component	0
K02757	PTS-Bgl-EIIC, bglF; PTS system, beta-glucosides-specific IIC component	0
K02756	PTS-Bgl-EIIB, bglF; PTS system, beta-glucosides-specific IIB component [EC:2.7.1.69]	0
K02746	PTS-Aga-EIIC, agaW; PTS system, N-acetylgalactosamine-specific IIC component	0
K02750	PTS-Arb-EIIC, glvC; PTS system, arbutin-like IIC component	0
K02753	PTS-Asc-EIIC, ascF; PTS system, arbutin-, cellobiose-, and salicin-specific IIC component	0
K02752	PTS-Asc-EIIB, ascF; PTS system, arbutin-, cellobiose-, and salicin-specific IIB component [EC:2.7.1.69]	0
K02799	PTS-Mtl-EIIB, mtlA; PTS system, mannitol-specific IIB component [EC:2.7.1.69]	0
K02798	PTS-Mtl-EIIA, mtlA; PTS system, mannitol-specific IIA component [EC:2.7.1.69]	0
K02791	PTS-Mal-EIIC, malX; PTS system, maltose and glucose-specific IIC component	0
K02790	PTS-Mal-EIIB, malX; PTS system, maltose and glucose-specific IIB component [EC:2.7.1.69]	0
K02793	PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.69]	0
K11183	PTS-HPR.FRUB, fruB, fpr; phosphocarrier protein FPr	0
K02795	PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component	0
K02794	PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component [EC:2.7.1.69]	0
K11200	PTS-Mng-EIIC, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component	0
K08483	PTS-EI.PTSI, ptsI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	0
K02822	PTS-Ula-EIIB, ulaB, sgaB; PTS system, ascorbate-specific IIB component [EC:2.7.1.69]	0
K10984	PTS-Gam-EIIB, agaB; PTS system, galactosamine-specific IIB component [EC:2.7.1.69]	0
K08485	PTS-HPR.PTSO, ptsO, npr; phosphocarrier protein NPr	0
K08484	PTS-EI.PTSP, ptsP; phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	0
K02813	PTS-Sor-EIIB, sorB; PTS system, sorbose-specific IIB component [EC:2.7.1.69]	0
K02747	PTS-Aga-EIID, agaE; PTS system, N-acetylgalactosamine-specific IID component	0
K02775	PTS-Gat-EIIC, gatC; PTS system, galactitol-specific IIC component	0
K02804	PTS-Nag-EIIC, nagE; PTS system, N-acetylglucosamine-specific IIC component	0
K11199	PTS-Mng-EIIB, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component [EC:2.7.1.69]	0
K11198	PTS-Mng-EIIA, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component [EC:2.7.1.69]	0
K02800	PTS-Mtl-EIIC, mtlA; PTS system, mannitol-specific IIC component	0
K02803	PTS-Nag-EIIB, nagE; PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.69]	0
K02802	PTS-Nag-EIIA, nagE; PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.69]	0
K11192	PTS-Mur-EIIC, murP; PTS system, N-acetylmuramic acid-specific IIC component	0
K11191	PTS-Mur-EIIB, murP; PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.69]	0
K02796	PTS-Man-EIID, manZ; PTS system, mannose-specific IID component	0
K02809	PTS-Scr-EIIB, scrA; PTS system, sucrose-specific IIB component [EC:2.7.1.69]	0
K02808	PTS-Scr-EIIA, scrA; PTS system, sucrose-specific IIA component [EC:2.7.1.69]	0
K11195	PTS-Fru1-EIIB, levE; PTS system, fructose-specific IIB component [EC:2.7.1.69]	0
K11194	PTS-Fru1-EIIA, levD; PTS system, fructose-specific IIA component [EC:2.7.1.69]	0
K02768	PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component [EC:2.7.1.69]	0
K02769	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.69]	0
K02745	PTS-Aga-EIIB, agaV; PTS system, N-acetylgalactosamine-specific IIB component [EC:2.7.1.69]	0
K02771	PTS-Fru1-EIID, levG; PTS system, fructose-specific IID component	0
K02749	PTS-Arb-EIIB, glvB; PTS system, arbutin-like IIB component [EC:2.7.1.69]	0
K02760	PTS-Cel-EIIB, celA; PTS system, cellobiose-specific IIB component [EC:2.7.1.69]	0
K02761	PTS-Cel-EIIC, celB; PTS system, cellobiose-specific IIC component	0
K02744	PTS-Aga-EIIA, agaF; PTS system, N-acetylgalactosamine-specific IIA component [EC:2.7.1.69]	0
K02763	PTS-Dgl-EIIA, gamP; PTS system, D-glucosamine-specific IIA component [EC:2.7.1.69]	0
K02764	PTS-Dgl-EIIB, gamP; PTS system, D-glucosamine-specific IIB component [EC:2.7.1.69]	0
K02765	PTS-Dgl-EIIC, gamP; PTS system, D-glucosamine-specific IIC component	0
K02774	PTS-Gat-EIIB, gatB; PTS system, galactitol-specific IIB component [EC:2.7.1.69]	0
K02806	PTS-Ntr-EIIA, ptsN; PTS system, nitrogen regulatory IIA component [EC:2.7.1.69]	0
K02788	PTS-Lac-EIIC, lacE; PTS system, lactose-specific IIC component	0
K02782	PTS-Gut-EIIB, srlE; PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.69]	0
K02783	PTS-Gut-EIIC, srlA; PTS system, glucitol/sorbitol-specific IIC component	0
K02781	PTS-Gut-EIIA, srlB; PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.69]	0
K02786	PTS-Lac-EIIA, lacF; PTS system, lactose-specific IIA component [EC:2.7.1.69]	0
K02787	PTS-Lac-EIIB, lacE; PTS system, lactose-specific IIB component [EC:2.7.1.69]	0
K02784	PTS-HPR.PTSH, ptsH; phosphocarrier protein HPr	0
K10985	PTS-Gam-EIIC, agaC; PTS system, galactosamine-specific IIC component	0
K03475	PTS-Ula-EIIC, ulaA, sgaT; PTS system, ascorbate-specific IIC component	0
K02773	PTS-Gat-EIIA, gatA; PTS system, galactitol-specific IIA component [EC:2.7.1.69]	0
K11196	PTS-Fru1-EIIC, levF; PTS system, fructose-specific IIC component	0
K02777	PTS-Glc-EIIA, crr; PTS system, glucose-specific IIA component [EC:2.7.1.69]	0
K02817	PTS-Tre-EIIA, treP; PTS system, trehalose-specific IIA component [EC:2.7.1.69]	0
K02814	PTS-Sor-EIIC, sorA; PTS system, sorbose-specific IIC component	0
K02815	PTS-Sor-EIID, sorM; PTS system, sorbose-specific IID component	0
K02812	PTS-Sor-EIIA, sorF; PTS system, sorbose-specific IIA component [EC:2.7.1.69]	0
K02818	PTS-Tre-EIIB, treB; PTS system, trehalose-specific IIB component [EC:2.7.1.69]	0
K02810	PTS-Scr-EIIC, scrA; PTS system, sucrose-specific IIC component	0
K02770	PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component	0
K02819	PTS-Tre-EIIC, treB; PTS system, trehalose-specific IIC component	0
K02821	PTS-Ula-EIIA, ulaC, sgaA; PTS system, ascorbate-specific IIA component [EC:2.7.1.69]	0
K02779	PTS-Glc-EIIC, ptsG; PTS system, glucose-specific IIC component	0
K02778	PTS-Glc-EIIB, ptsG; PTS system, glucose-specific IIB component [EC:2.7.1.69]	0
K10198	ABC.GLC.P1; glucose/arabinose transport system permease protein	0
K10199	ABC.GLC.A; glucose/arabinose transport system ATP-binding protein	0
K09688	ABC-2.CPSE.P; capsular polysaccharide transport system permease protein	0
K05649	ABCA6; ATP-binding cassette, subfamily A (ABC1), member 6	0
K02018	modB; molybdate transport system permease protein	0
K10190	lacG, araQ; lactose/L-arabinose transport system permease protein	0
K02017	modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]	0
K10192	togB; oligogalacturonide transport system substrate-binding protein	0
K10193	togM; oligogalacturonide transport system permease protein	0
K02012	afuA, fbpA; iron(III) transport system substrate-binding protein	0
K10195	togA; oligogalacturonide transport system ATP-binding protein	0
K02010	afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]	0
K02011	afuB, fbpB; iron(III) transport system permease protein	0
K10110	malG; maltose/maltodextrin transport system permease protein	0
K10111	malK; maltose/maltodextrin transport system ATP-binding protein [EC:3.6.3.19]	0
K10112	msmX, msmK; maltose/maltodextrin transport system ATP-binding protein	0
K10113	ABC.MAL1.S; maltooligosaccharide transport system substrate-binding protein	0
K10114	ABC.MAL1.P; maltooligosaccharide transport system permease protein	0
K10115	ABC.MAL1.P1; maltooligosaccharide transport system permease protein	0
K10116	ABC.MAL1.A; maltooligosaccharide transport system ATP-binding protein	0
K10117	msmE; multiple sugar transport system substrate-binding protein	0
K10118	msmF; multiple sugar transport system permease protein	0
K10119	msmG; multiple sugar transport system permease protein	0
K05684	ABCG8; ATP-binding cassette, subfamily G (WHITE), member 8 (sterolin 2)	0
K05677	ABCD3, PMP70; ATP-binding cassette, subfamily D (ALD), member 3	0
K02041	phnC; phosphonate transport system ATP-binding protein	0
K05675	ABCD1, ALD; ATP-binding cassette, subfamily D (ALD), member 1	0
K05674	ABCC10; ATP-binding cassette, subfamily C (CFTR/MRP), member 10	0
K05673	ABCC4; ATP-binding cassette, subfamily C (CFTR/MRP), member 4	0
K05672	ABCC12; ATP-binding cassette, subfamily C (CFTR/MRP), member 12	0
K05671	ABCC11; ATP-binding cassette, subfamily C (CFTR/MRP), member 11	0
K02040	pstS; phosphate transport system substrate-binding protein	0
K05845	ABC.BCP1.S; osmoprotectant transport system substrate-binding protein	0
K05846	ABC.BCP1.P; osmoprotectant transport system permease protein	0
K05847	ABC.BCP1.A; osmoprotectant transport system ATP-binding protein	0
K11632	bceB; bacitracin transport system permease protein	0
K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	0
K01998	livM; branched-chain amino acid transport system permease protein	0
K02042	phnE; phosphonate transport system permease protein	0
K10191	lacK; lactose/L-arabinose transport system ATP-binding protein	0
K05776	modF; molybdate transport system ATP-binding protein	0
K02062	ABC.VB1.A, thiQ; thiamine transport system ATP-binding protein	0
K02061	ABC.SX.S; putative sulfate transport system substrate-binding protein	0
K02060	ABC.SX.P, cysT; putative sulfate transport system permease protein	0
K05772	ABC.TG.S; putative tungstate transport system substrate-binding protein	0
K05773	ABC.TG.P; putative tungstate transport system permease protein	0
K02064	ABC.VB1.S, tbpA; thiamine transport system substrate-binding protein	0
K05682	ABCG3, Mxr2, Abcp2; ATP-binding cassette, subfamily G (WHITE), member 3	0
K02015	ABC.FEV.P; iron complex transport system permease protein	0
K02009	cbiN; cobalt transport protein	0
K10541	mglC; methyl-galactoside transport system permease protein	0
K10194	togN; oligogalacturonide transport system permease protein	0
K02007	cbiM; cobalt/nickel transport system permease protein	0
K10540	mglB; methyl-galactoside transport system substrate-binding protein	0
K02001	proW; glycine betaine/proline transport system permease protein	0
K02000	proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]	0
K02002	proX; glycine betaine/proline transport system substrate-binding protein	0
K12371	dppD; dipeptide transport system ATP-binding protein	0
K05655	ABCB8; ATP-binding cassette, subfamily B (MDR/TAP), member 8	0
K06159	ABC.YOJI, yojI; putative ATP-binding cassette transporter	0
K10196	ABC.GLC.S; glucose/arabinose transport system substrate-binding protein	0
K10109	malF; maltose/maltodextrin transport system permease protein	0
K10108	malE; maltose/maltodextrin transport system substrate-binding protein	0
K10107	ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein	0
K10197	ABC.GLC.P; glucose/arabinose transport system permease protein	0
K05685	macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	0
K11631	bceA; bacitracin transport system ATP-binding protein	0
K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	0
K06073	ABC.VB12.P, btuC; vitamin B12 transport system permease protein	0
K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]	0
K05664	ABCB11; ATP-binding cassette, subfamily B (MDR/TAP), member 11	0
K09692	tagG; teichoic acid transport system permease protein	0
K11960	urtB; urea transport system permease protein	0
K09817	znuC; zinc transport system ATP-binding protein [EC:3.6.3.-]	0
K02044	phnD; phosphonate transport system substrate-binding protein	0
K09815	znuA; zinc transport system substrate-binding protein	0
K11961	urtC; urea transport system permease protein	0
K09813	hrtB; hemin transport system permease protein	0
K09812	ftsE; cell division transport system ATP-binding protein	0
K09811	ftsX; cell division transport system permease protein	0
K09810	ABC.LPT.A, lolD; lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	0
K02038	pstA; phosphate transport system permease protein	0
K06074	ABC.VB12.A, btuD; vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]	0
K05658	ABCB1; ATP-binding cassette, subfamily B (MDR/TAP), member 1	0
K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	0
K02032	ABC.PE.A1; peptide/nickel transport system ATP-binding protein	0
K02033	ABC.PE.P; peptide/nickel transport system permease protein	0
K02034	ABC.PE.P1; peptide/nickel transport system permease protein	0
K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	0
K02036	pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]	0
K02037	pstC; phosphate transport system permease protein	0
K13894	yejB; microcin C transport system permease protein	0
K11958	natE; neutral amino acid transport system ATP-binding protein	0
K06148	ABCC-BAC; ATP-binding cassette, subfamily C, bacterial	0
K05648	ABCA5; ATP-binding cassette, subfamily A (ABC1), member 5	0
K10543	xylF; D-xylose transport system substrate-binding protein	0
K05662	ABCB7; ATP-binding cassette, subfamily B (MDR/TAP), member 7	0
K06160	ABC.PVDE, pvdE; putative ATP-binding cassette transporter	0
K10202	ABC.NGC.P1; N-acetylglucosamine transport system permease protein	0
K05666	ABCC2; ATP-binding cassette, subfamily C (CFTR/MRP), member 2	0
K02050	ABC.SN.P, ssuC, tauC; sulfonate/nitrate/taurine transport system permease protein	0
K02073	ABC.MET.S, metQ; D-methionine transport system substrate-binding protein	0
K05031	CFTR; cystic fibrosis transmembrane conductance regulator [EC:3.6.3.49]	0
K11050	ABC-2.CYL.A, cylA; multidrug/hemolysin transport system ATP-binding protein	0
K11051	ABC-2.CYL.P, cylB; multidrug/hemolysin transport system permease protein	0
K05652	ABCA10; ATP-binding cassette, subfamily A (ABC1), member 10	0
K06858	ABC.VB12.S1, btuF; vitamin B12 transport system substrate-binding protein	0
K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	0
K11962	urtD; urea transport system ATP-binding protein	0
K11963	urtE; urea transport system ATP-binding protein	0
K10189	lacF, araP; lactose/L-arabinose transport system permease protein	0
K10188	lacE, araN; lactose/L-arabinose transport system substrate-binding protein	0
K05032	ABCC8, SUR1; ATP-binding cassette subfamily C (CFTR/MRP) member 8	0
K09693	tagH; teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	0
K05667	ABCC3; ATP-binding cassette, subfamily C (CFTR/MRP), member 3	0
K13890	gsiC; glutathione transport system permease protein	0
K13891	gsiD; glutathione transport system permease protein	0
K13892	gsiA; glutathione transport system ATP-binding protein	0
K13893	yejA; microcin C transport system substrate-binding protein	0
K10561	rhaQ; rhamnose transport system permease protein	0
K10560	rhaP; rhamnose transport system permease protein	0
K10023	aotM; arginine/ornithine transport system permease protein	0
K10562	rhaT; rhamnose transport system ATP-binding protein [EC:3.6.3.17]	0
K10240	ABC.CEB.S, cebE; cellobiose transport system substrate-binding protein	0
K10241	ABC.CEB.P, cebF; cellobiose transport system permease protein	0
K10242	ABC.CEB.P1, cebG; cellobiose transport system permease protein	0
K10243	ABC.CEB.A, msiK; cellobiose transport system ATP-binding protein	0
K10002	gltK; glutamate/aspartate transport system permease protein	0
K10003	gltJ; glutamate/aspartate transport system permease protein	0
K10000	artP; arginine transport system ATP-binding protein [EC:3.6.3.-]	0
K10001	gltI; glutamate/aspartate transport system substrate-binding protein	0
K10094	K10094, cbiK; nickel transport system substrate-binding protein	0
K05644	ABCA4; ATP-binding cassette, subfamily A (ABC1), member 4	0
K10008	gluA; glutamate transport system ATP-binding protein [EC:3.6.3.-]	0
K10009	ABC.CYST.P; cystine transport system permease protein	0
K10006	gluC; glutamate transport system permease protein	0
K11709	troD, mntD, znuB; manganese/zinc/iron transport system permease protein	0
K10007	gluD; glutamate transport system permease protein	0
K09808	ABC.LPT.P, lolC, lolE; lipoprotein-releasing system permease protein	0
K05670	ABCC13; ATP-binding cassette, subfamily C (CFTR/MRP), member 13	0
K10004	gltL; glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]	0
K05643	ABCA3; ATP-binding cassette, subfamily A (ABC1), member 3	0
K09970	aapQ, bztB; general L-amino acid transport system permease protein	0
K09971	aapM, bztC; general L-amino acid transport system permease protein	0
K09972	aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	0
K10005	gluB; glutamate transport system substrate-binding protein	0
K13889	gsiB; glutathione transport system substrate-binding protein	0
K02424	fliY; cystine transport system substrate-binding protein	0
K11603	mntA; manganese transport system ATP-binding protein	0
K11602	mntB; manganese transport system permease protein	0
K11601	mntC; manganese transport system substrate-binding protein	0
K05641	ABCA1; ATP-binding cassette, subfamily A (ABC1), member 1	0
K11607	sitB; manganese/iron transport system ATP-binding protein	0
K11606	sitD; manganese/iron transport system permease protein	0
K11605	sitC; manganese/iron transport system permease protein	0
K11604	sitA; manganese/iron transport system substrate-binding protein	0
K10558	lsrA, ego; AI-2 transport system ATP-binding protein	0
K10559	rhaS1; rhamnose transport system substrate-binding protein	0
K05033	ABCC9, SUR2; ATP-binding cassette subfamily C (CFTR/MRP) member 9	0
K05654	ABCB3, TAP2; ATP-binding cassette, subfamily B (MDR/TAP), member 3	0
K10550	alsC; D-allose transport system permease protein	0
K10551	alsA; D-allose transport system ATP-binding protein [EC:3.6.3.17]	0
K10552	frcB; fructose transport system substrate-binding protein	0
K10553	frcC; fructose transport system permease protein	0
K10554	frcA; fructose transport system ATP-binding protein	0
K10555	lsrB; AI-2 transport system substrate-binding protein	0
K10556	lsrC; AI-2 transport system permease protein	0
K10557	lsrD; AI-2 transport system permease protein	0
K10015	hisM; histidine transport system permease protein	0
K10014	hisJ; histidine transport system substrate-binding protein	0
K10017	hisP; histidine transport system ATP-binding protein [EC:3.6.3.21]	0
K10016	hisQ; histidine transport system permease protein	0
K10010	ABC.CYST.A; cystine transport system ATP-binding protein [EC:3.6.3.-]	0
K10013	ABC.ARG.S, argT; lysine/arginine/ornithine transport system substrate-binding protein	0
K05653	ABCB2, TAP1; ATP-binding cassette, subfamily B (MDR/TAP), member 2	0
K14698	irtA; ATP-binding cassette, subfamily B, bacterial IrtA [EC:3.6.3.-]	0
K05678	ABCD4, PXMP1L; ATP-binding cassette, subfamily D (ALD), member 4	0
K10019	occM, nocM; octopine/nopaline transport system permease protein	0
K10018	occT, nocT; octopine/nopaline transport system substrate-binding protein	0
K07091	lptF; lipopolysaccharide export system permease protein	0
K05645	ABCA7; ATP-binding cassette, subfamily A (ABC1), member 7	0
K08712	ABCG2.SNQ2; ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2	0
K08711	ABCG2.PDR; ATP-binding cassette, subfamily G (WHITE), member 2, PDR	0
K09686	ABC-2.AB.P; antibiotic transport system permease protein	0
K09687	ABC-2.AB.A; antibiotic transport system ATP-binding protein	0
K09696	natB; sodium transport system permease protein	0
K01999	livK; branched-chain amino acid transport system substrate-binding protein	0
K11078	attB; mannopine transport system permease protein	0
K11079	attA2; mannopine transport system permease protein	0
K09969	aapJ, bztA; general L-amino acid transport system substrate-binding protein	0
K02020	modA; molybdate transport system substrate-binding protein	0
K11074	potI; putrescine transport system permease protein	0
K11075	potH; putrescine transport system permease protein	0
K11076	potG; putrescine transport system ATP-binding protein	0
K11077	attC; mannopine transport system substrate-binding protein	0
K11070	potC; spermidine/putrescine transport system permease protein	0
K11071	potB; spermidine/putrescine transport system permease protein	0
K11072	potA; spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]	0
K11073	potF; putrescine transport system substrate-binding protein	0
K02471	ABC.YDDA; putative ATP-binding cassette transporter	0
K02008	cbiQ; cobalt/nickel transport system permease protein	0
K12369	dppB; dipeptide transport system permease protein	0
K12368	dppA; dipeptide transport system substrate-binding protein	0
K02195	ccmC; heme exporter protein C	0
K12370	dppC; dipeptide transport system permease protein	0
K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	0
K10036	glnH; glutamine transport system substrate-binding protein	0
K02063	ABC.VB1.P, thiP; thiamine transport system permease protein	0
K10228	smoF, mtlF; sorbitol/mannitol transport system permease protein	0
K10229	smoG, mtlG; sorbitol/mannitol transport system permease protein	0
K09996	artJ; arginine transport system substrate-binding protein	0
K09997	artI; arginine transport system substrate-binding protein	0
K05813	ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein	0
K14699	irtB; ATP-binding cassette, subfamily B, bacterial IrtB [EC:3.6.3.-]	0
K09998	artM; arginine transport system permease protein	0
K09999	artQ; arginine transport system permease protein	0
K05816	ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	0
K05815	ugpE; sn-glycerol 3-phosphate transport system permease protein	0
K05814	ugpA; sn-glycerol 3-phosphate transport system permease protein	0
K11957	K11957, natA; neutral amino acid transport system ATP-binding protein	0
K11956	natD; neutral amino acid transport system permease protein	0
K11955	natC; neutral amino acid transport system permease protein	0
K11954	K11954, natB; neutral amino acid transport system substrate-binding protein	0
K11953	cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	0
K11952	cmpC; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	0
K11951	cmpB; bicarbonate transport system permease protein	0
K11950	cmpA; bicarbonate transport system substrate-binding protein	0
K01996	livF; branched-chain amino acid transport system ATP-binding protein	0
K11959	urtA; urea transport system substrate-binding protein	0
K01997	livH; branched-chain amino acid transport system permease protein	0
K09695	nodI; lipooligosaccharide transport system ATP-binding protein	0
K09694	nodJ; lipooligosaccharide transport system permease protein	0
K11069	potD; spermidine/putrescine transport system substrate-binding protein	0
K02051	ABC.SN.S, ssuA, tauA; sulfonate/nitrate/taurine transport system substrate-binding protein	0
K11706	mtsC; iron/zinc/copper transport system ATP-binding protein	0
K11707	troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein	0
K11704	mtsA; iron/zinc/copper transport system substrate-binding protein	0
K11705	mtsB; iron/zinc/copper transport system permease protein	0
K02193	ccmA; heme exporter protein A [EC:3.6.3.41]	0
K05647	ABCA13; ATP binding cassette, subfamily A (ABC1), member 13	0
K11708	troC, mntC, znuB; manganese/zinc/iron transport system permease protein	0
K02059	ABC.SX.A, cysA; putative sulfate transport system ATP-binding protein	0
K05642	ABCA2; ATP-binding cassette, subfamily A (ABC1), member 2	0
K02196	ccmD; heme exporter protein D	0
K06726	rbsD; D-ribose pyranase [EC:5.-.-.-]	0
K02194	ccmB; heme exporter protein B	0
K05679	ABCG1; ATP-binding cassette, subfamily G (WHITE), member 1	0
K13895	yejE; microcin C transport system permease protein	0
K05683	ABCG5; ATP-binding cassette, subfamily G (WHITE), member 5 (sterolin 1)	0
K10039	ABC.GLN1.S; putative glutamine transport system substrate-binding protein	0
K11004	hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	0
K10038	glnQ; glutamine transport system ATP-binding protein [EC:3.6.3.-]	0
K10239	thuK; trehalose/maltose transport system ATP-binding protein	0
K11084	phnT; 2-aminoethylphosphonate transport system ATP-binding protein	0
K11081	phnS; 2-aminoethylphosphonate transport system substrate-binding protein	0
K11080	attA1; mannopine transport system ATP-binding protein	0
K11083	phnU; 2-aminoethylphosphonate transport system permease protein	0
K11082	phnV; 2-aminoethylphosphonate transport system permease protein	0
K10037	glnP; glutamine transport system permease protein	0
K10230	smoK, mtlK; sorbitol/mannitol transport system ATP-binding protein	0
K10233	aglF; alpha-glucoside transport system permease protein	0
K10232	aglE; alpha-glucoside transport system substrate-binding protein	0
K10235	aglK; alpha-glucoside transport system ATP-binding protein	0
K10234	aglG; alpha-glucoside transport system permease protein	0
K10237	thuF, sugA; trehalose/maltose transport system permease protein	0
K10236	thuE; trehalose/maltose transport system substrate-binding protein	0
K13896	yejF; microcin C transport system ATP-binding protein	0
K05668	ABCC5; ATP-binding cassette, subfamily C (CFTR/MRP), member 5	0
K05680	ABCG4; ATP-binding cassette, subfamily G (WHITE), member 4	0
K09814	hrtA; hemin transport system ATP-binding protein [EC:3.6.3.-]	0
K06161	ABC.SYRD, syrD; putative ATP-binding cassette transporter	0
K05781	phnK; putative phosphonate transport system ATP-binding protein	0
K10547	ABC.GGU.P, gguB; putative multiple sugar transport system permease protein	0
K10546	ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein	0
K10545	xylG; D-xylose transport system ATP-binding protein [EC:3.6.3.17]	0
K10544	xylH; D-xylose transport system permease protein	0
