COGID	Function	Gene Count
COG5142	Oxidation resistance protein	0
COG5535	DNA repair protein RAD4	0
COG5534	Plasmid replication initiator protein	0
COG0592	DNA polymerase sliding clamp subunit (PCNA homolog)	0
COG0593	ATPase involved in DNA replication initiation	0
COG0328	Ribonuclease HI	0
COG5600	Transcription-associated recombination protein	0
COG3415	Transposase and inactivated derivatives	0
COG0358	DNA primase (bacterial type)	0
COG0210	Superfamily I DNA and RNA helicases	0
COG4294	UV damage repair endonuclease	0
COG0353	Recombinational DNA repair protein (RecF pathway)	0
COG0350	Methylated DNA-protein cysteine methyltransferase	0
COG5260	DNA polymerase sigma	0
COG0338	Site-specific DNA methylase	0
COG3293	Transposase and inactivated derivatives	0
COG1039	Ribonuclease HIII	0
COG3298	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	0
COG2189	Adenine specific DNA methylase Mod	0
COG0632	Holliday junction resolvasome, DNA-binding subunit	0
COG1643	HrpA-like helicases	0
COG1484	DNA replication protein	0
COG1337	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG1336	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG1722	Exonuclease VII small subunit	0
COG1961	Site-specific recombinases, DNA invertase Pin homologs	0
COG1332	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG1330	Exonuclease V gamma subunit	0
COG4644	Transposase and inactivated derivatives, TnpA family	0
COG0419	ATPase involved in DNA repair	0
COG2818	3-methyladenine DNA glycosylase	0
COG3547	Transposase and inactivated derivatives	0
COG5241	Nucleotide excision repair endonuclease NEF1, RAD10 subunit	0
COG5527	Protein involved in initiation of plasmid replication	0
COG2255	Holliday junction resolvasome, helicase subunit	0
COG2254	Predicted HD superfamily hydrolase, possibly a nuclease	0
COG3359	Predicted exonuclease	0
COG2256	ATPase related to the helicase subunit of the Holliday junction resolvase	0
COG3780	DNA endonuclease related to intein-encoded endonucleases	0
COG2826	Transposase and inactivated derivatives, IS30 family	0
COG2827	Predicted endonuclease containing a URI domain	0
COG1533	DNA repair photolyase	0
COG1241	Predicted ATPase involved in replication control, Cdc46/Mcm family	0
COG4080	RecB-family nuclease	0
COG4973	Site-specific recombinase XerC	0
COG1555	DNA uptake protein and related DNA-binding proteins	0
COG0305	Replicative DNA helicase	0
COG4974	Site-specific recombinase XerD	0
COG4227	Antirestriction protein	0
COG5421	Transposase	0
COG3039	Transposase and inactivated derivatives, IS5 family	0
COG4389	Site-specific recombinase	0
COG4220	Phage DNA packaging protein, Nu1 subunit of terminase	0
COG0629	Single-stranded DNA-binding protein	0
COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	0
COG1658	Small primase-like proteins (Toprim domain)	0
COG3344	Retron-type reverse transcriptase	0
COG5558	Transposase	0
COG3285	Predicted eukaryotic-type DNA primase	0
COG5627	DNA repair protein MMS21	0
COG0863	DNA modification methylase	0
COG4912	Predicted DNA alkylation repair enzyme	0
COG3436	Transposase and inactivated derivatives	0
COG1857	Uncharacterized protein predicted to be involved in DNA repair	0
COG1525	Micrococcal nuclease (thermonuclease) homologs	0
COG0708	Exonuclease III	0
COG0258	5'-3' exonuclease (including N-terminal domain of PolI)	0
COG3727	DNA G:T-mismatch repair endonuclease	0
COG2231	Uncharacterized protein related to Endonuclease III	0
COG1662	Transposase and inactivated derivatives, IS1 family	0
COG3723	Recombinational DNA repair protein (RecE pathway)	0
COG1311	Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B	0
COG5145	DNA excision repair protein	0
COG1315	Predicted polymerase, most proteins contain PALM domain, HD hydrolase domain and Zn-ribbon domain	0
COG3728	Phage terminase, small subunit	0
COG3335	Transposase and inactivated derivatives	0
COG5575	Origin recognition complex, subunit 2	0
COG4335	DNA alkylation repair enzyme	0
COG2963	Transposase and inactivated derivatives	0
COG2812	DNA polymerase III, gamma/tau subunits	0
COG3449	DNA gyrase inhibitor	0
COG1943	Transposase and inactivated derivatives	0
COG2965	Primosomal replication protein N	0
COG1796	DNA polymerase IV (family X)	0
COG3593	Predicted ATP-dependent endonuclease of the OLD family	0
COG1583	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG0550	Topoisomerase IA	0
COG0551	Zn-finger domain associated with topoisomerase type I	0
COG3057	Negative regulator of replication initiationR	0
COG0249	Mismatch repair ATPase (MutS family)	0
COG0556	Helicase subunit of the DNA excision repair complex	0
COG1570	Exonuclease VII, large subunit	0
COG1573	Uracil-DNA glycosylase	0
COG0792	Predicted endonuclease distantly related to archaeal Holliday junction resolvase	0
COG0847	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases	0
COG0164	Ribonuclease HII	0
COG3935	Putative primosome component and related proteins	0
COG0415	Deoxyribodipyrimidine photolyase	0
COG0417	DNA polymerase elongation subunit (family B)	0
COG3695	Predicted methylated DNA-protein cysteine methyltransferase	0
COG5377	Phage-related protein, predicted endonuclease	0
COG3598	RecA-family ATPase	0
COG0742	N6-adenine-specific methylase	0
COG0497	ATPase involved in DNA repair	0
COG1389	DNA topoisomerase VI, subunit B	0
COG0420	DNA repair exonuclease	0
COG1933	Archaeal DNA polymerase II, large subunit	0
COG1367	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG3050	DNA polymerase III, psi subunit	0
COG2176	DNA polymerase III, alpha subunit (gram-positive type)	0
COG1381	Recombinational DNA repair protein (RecF pathway)	0
COG1467	Eukaryotic-type DNA primase, catalytic (small) subunit	0
COG1466	DNA polymerase III, delta subunit	0
COG2974	DNA recombination-dependent growth factor C	0
COG1468	RecB family exonuclease	0
COG2925	Exonuclease I	0
COG3886	Predicted HKD family nuclease	0
COG0675	Transposase and inactivated derivatives	0
COG1372	Intein/homing endonuclease	0
COG4098	Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein)	0
COG0270	Site-specific DNA methylase	0
COG0272	NAD-dependent DNA ligase (contains BRCT domain type II)	0
COG2452	Predicted site-specific integrase-resolvase	0
COG2219	Eukaryotic-type DNA primase, large subunit	0
COG5655	Plasmid rolling circle replication initiator protein and truncated derivatives	0
COG0178	Excinuclease ATPase subunit	0
COG3747	Phage terminase, small subunit	0
COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	0
COG0177	Predicted EndoIII-related endonuclease	0
COG1769	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG1604	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG3464	Transposase and inactivated derivatives	0
COG3923	Primosomal replication protein N''	0
COG2356	Endonuclease I	0
COG3316	Transposase and inactivated derivatives	0
COG3066	DNA mismatch repair protein	0
COG3666	Transposase and inactivated derivatives	0
COG3893	Inactivated superfamily I helicase	0
COG2094	3-methyladenine DNA glycosylase	0
COG4570	Holliday junction resolvase	0
COG4998	Predicted endonuclease (RecB family)	0
COG2946	Putative phage replication protein RstA	0
COG0084	Mg-dependent DNase	0
COG3611	Replication initiation/membrane attachment protein	0
COG0470	ATPase involved in DNA replication	0
COG3385	FOG: Transposase and inactivated derivatives	0
COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	0
COG2927	DNA polymerase III, chi subunit	0
COG1195	Recombinational DNA repair ATPase (RecF pathway)	0
COG1194	A/G-specific DNA glycosylase	0
COG1193	Mismatch repair ATPase (MutS family)	0
COG5055	Recombination DNA repair protein (RAD52 pathway)	0
COG3077	DNA-damage-inducible protein J	0
COG1599	Single-stranded DNA-binding replication protein A (RPA), large (70 kD) subunit and related ssDNA-binding proteins	0
COG1112	Superfamily I DNA and RNA helicases and helicase subunits	0
COG1111	ERCC4-like helicases	0
COG0827	Adenine-specific DNA methylase	0
COG1041	Predicted DNA modification methylase	0
COG0776	Bacterial nucleoid DNA-binding protein	0
COG1591	Holliday junction resolvase - archaeal type	0
COG3392	Adenine-specific DNA methylase	0
COG2887	RecB family exonuclease	0
COG5433	Transposase	0
COG3569	Topoisomerase IB	0
COG5214	DNA polymerase alpha-primase complex, polymerase-associated subunit B	0
COG5519	Superfamily II helicase and inactivated derivatives	0
COG1567	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG3676	Transposase and inactivated derivatives	0
COG3677	Transposase and inactivated derivatives	0
COG2816	NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding	0
COG1517	Uncharacterized protein predicted to be involved in DNA repair	0
COG4581	Superfamily II RNA helicase	0
COG1688	Uncharacterized protein predicted to be involved in DNA repair (RAMP superfamily)	0
COG4584	Transposase and inactivated derivatives	0
COG0468	RecA/RadA recombinase	0
COG3663	G:T/U mismatch-specific DNA glycosylase	0
COG1423	ATP-dependent DNA ligase, homolog of eukaryotic ligase III	0
COG0692	Uracil DNA glycosylase	0
COG1421	Uncharacterized protein predicted to be involved in DNA repair	0
COG1059	Thermostable 8-oxoguanine DNA glycosylase	0
COG0749	DNA polymerase I - 3'-5' exonuclease and polymerase domains	0
COG3337	Uncharacterized protein predicted to be involved in DNA repair	0
COG1107	Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain	0
COG1110	Reverse gyrase	0
COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	0
COG0817	Holliday junction resolvasome, endonuclease subunit	0
COG0816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)	0
COG1743	Adenine-specific DNA methylase containing a Zn-ribbon	0
COG0116	Predicted N6-adenine-specific DNA methylase	0
COG0587	DNA polymerase III, alpha subunit	0
COG1518	Uncharacterized protein predicted to be involved in DNA repair	0
COG1948	ERCC4-type nuclease	0
COG0582	Integrase	0
COG2003	DNA repair proteins	0
COG5659	FOG: Transposase	0
COG0266	Formamidopyrimidine-DNA glycosylase	0
COG2801	Transposase and inactivated derivatives	0
COG3145	Alkylated DNA repair protein	0
COG0187	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit	0
COG1793	ATP-dependent DNA ligase	0
COG1515	Deoxyinosine 3'endonuclease (endonuclease V)	0
COG1697	DNA topoisomerase VI, subunit A	0
COG3649	Uncharacterized protein predicted to be involved in DNA repair	0
COG0188	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	0
COG0648	Endonuclease IV	0
COG5531	SWIB-domain-containing proteins implicated in chromatin remodeling	0
COG5262	Histone H2A	0
COG5114	Histone acetyltransferase complex SAGA/ADA, subunit ADA2	0
COG5602	Histone deacetylase complex, SIN3 component	0
COG5034	Chromatin remodeling protein, contains PhD zinc finger	0
COG2036	Histones H3 and H4	0
COG5027	Histone acetyltransferase (MYST family)	0
COG5648	Chromatin-associated proteins containing the HMG domain	0
COG5188	Splicing factor 3a, subunit 3	0
COG5246	Splicing factor 3a, subunit 2	0
COG5183	Protein involved in mRNA turnover and stability	0
COG5104	Splicing factor	0
COG5161	Pre-mRNA cleavage and polyadenylation specificity factor	0
COG5180	Protein interacting with poly(A)-binding protein	0
COG5181	U2 snRNP spliceosome subunit	0
COG5182	Splicing factor 3b, subunit 2	0
COG5136	U1 snRNP-specific protein C	0
COG5186	Poly(A) polymerase	0
COG5228	mRNA deadenylase subunit	0
COG5178	U5 snRNP spliceosome subunit	0
COG5226	mRNA capping enzyme, guanylyltransferase (alpha) subunit	0
COG5200	U1 snRNP component, mediates U1 snRNP association with cap-binding complex	0
COG5107	Pre-mRNA 3'-end processing (cleavage and polyadenylation) factor	0
COG5623	Pre-mRNA cleavage and polyadenylation factor IA/II complex, subunit CLP1	0
COG1949	Oligoribonuclease (3'->5' exoribonuclease)	0
COG5176	Splicing factor (branch point binding protein)	0
COG5239	mRNA deadenylase, exonuclease subunit and related nucleases	0
COG5213	Polyadenylation factor I complex, subunit FIP1	0
COG0430	RNA 3'-terminal phosphate cyclase	0
COG1632	Ribosomal protein L15E	0
COG0124	Histidyl-tRNA synthetase	0
COG1631	Ribosomal protein L44E	0
COG0752	Glycyl-tRNA synthetase, alpha subunit	0
COG0689	RNase PH	0
COG0751	Glycyl-tRNA synthetase, beta subunit	0
COG0324	tRNA delta(2)-isopentenylpyrophosphate transferase	0
COG1431	Uncharacterized protein containing piwi/argonaute domain	0
COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	0
COG0048	Ribosomal protein S12	0
COG0049	Ribosomal protein S7	0
COG2117	Predicted subunit of tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	0
COG1976	Translation initiation factor 6 (eIF-6)	0
COG0042	tRNA-dihydrouridine synthase	0
COG1736	Diphthamide synthase subunit DPH2	0
COG0594	RNase P protein component	0
COG3557	Uncharacterized domain/protein associated with RNAses G and E	0
COG0522	Ribosomal protein S4 and related proteins	0
COG5225	Uncharacterized protein involved in ribosome biogenesis	0
COG2269	Truncated, possibly inactive, lysyl-tRNA synthetase (class II)	0
COG3719	Ribonuclease I	0
COG2264	Ribosomal protein L11 methylase	0
COG2265	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase	0
COG2260	Predicted Zn-ribbon RNA-binding protein	0
COG2139	Ribosomal protein L21E	0
COG2263	Predicted RNA methylase	0
COG1500	Predicted exosome subunit	0
COG0211	Ribosomal protein L27	0
COG0193	Peptidyl-tRNA hydrolase	0
COG0216	Protein chain release factor A	0
COG0215	Cysteinyl-tRNA synthetase	0
COG0197	Ribosomal protein L16/L10E	0
COG0198	Ribosomal protein L24	0
COG0199	Ribosomal protein S14	0
COG0219	Predicted rRNA methylase (SpoU class)	0
COG5459	Predicted rRNA methylase	0
COG2913	Small protein A (tmRNA-binding)	0
COG1236	Predicted exonuclease of the beta-lactamase fold involved in RNA processing	0
COG0130	Pseudouridine synthase	0
COG0442	Prolyl-tRNA synthetase	0
COG0335	Ribosomal protein L19	0
COG0336	tRNA-(guanine-N1)-methyltransferase	0
COG0441	Threonyl-tRNA synthetase	0
COG0333	Ribosomal protein L32	0
COG2023	RNase P subunit RPR2	0
COG1514	2'-5' RNA ligase	0
COG2024	Phenylalanyl-tRNA synthetase alpha subunit (archaeal type)	0
COG0030	Dimethyladenosine transferase (rRNA methylation)	0
COG0525	Valyl-tRNA synthetase	0
COG1727	Ribosomal protein L18E	0
COG0200	Ribosomal protein L15	0
COG0203	Ribosomal protein L17	0
COG1534	Predicted RNA-binding protein containing KH domain, possibly ribosomal protein	0
COG1530	Ribonucleases G and E	0
COG1717	Ribosomal protein L32E	0
COG0532	Translation initiation factor 2 (IF-2; GTPase)	0
COG1552	Ribosomal protein L40E	0
COG1187	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases	0
COG0539	Ribosomal protein S1	0
COG0144	tRNA and rRNA cytosine-C5-methylases	0
COG0143	Methionyl-tRNA synthetase	0
COG1498	Protein implicated in ribosomal biogenesis, Nop56p homolog	0
COG1499	NMD protein affecting ribosome stability and mRNA decay	0
COG1325	Predicted exosome subunit	0
COG0023	Translation initiation factor 1 (eIF-1/SUI1) and related proteins	0
COG0024	Methionine aminopeptidase	0
COG1490	D-Tyr-tRNAtyr deacylase	0
COG0621	2-methylthioadenine synthetase	0
COG2126	Ribosomal protein L37E	0
COG1841	Ribosomal protein L30/L7E	0
COG5256	Translation elongation factor EF-1alpha (GTPase)	10
COG5257	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)	0
COG2053	Ribosomal protein S28E/S33	0
COG2051	Ribosomal protein S27E	0
COG5099	RNA-binding protein of the Puf family, translational repressor	0
COG0343	Queuine/archaeosine tRNA-ribosyltransferase	0
COG0361	Translation initiation factor 1 (IF-1)	0
COG1911	Ribosomal protein L30E	0
COG2058	Ribosomal protein L12E/L44/L45/RPP1/RPP2	0
COG1997	Ribosomal protein L37AE/L43A	0
COG1258	Predicted pseudouridylate synthase	0
COG1549	Queuine tRNA-ribosyltransferases, contain PUA domain	0
COG0360	Ribosomal protein S6	0
COG0238	Ribosomal protein S18	0
COG1859	RNA:NAD 2'-phosphotransferase	0
COG3130	Ribosome modulation factor	0
COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	0
COG0230	Ribosomal protein L34	0
COG0233	Ribosome recycling factor	0
COG1998	Ribosomal protein S27AE	0
COG0017	Aspartyl/asparaginyl-tRNA synthetases	0
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	0
COG0806	RimM protein, required for 16S rRNA processing	0
COG0013	Alanyl-tRNA synthetase	0
COG0012	Predicted GTPase, probable translation factor	0
COG0257	Ribosomal protein L36	0
COG0256	Ribosomal protein L18	0
COG0255	Ribosomal protein L29	0
COG0254	Ribosomal protein L31	0
COG0018	Arginyl-tRNA synthetase	0
COG0251	Putative translation initiation inhibitor, yjgF family	0
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	0
COG1093	Translation initiation factor 2, alpha subunit (eIF-2alpha)	0
COG1096	Predicted RNA-binding protein (consists of S1 domain and a Zn-ribbon domain)	0
COG1097	RNA-binding protein Rrp4 and related proteins (contain S1 domain and KH domain)	0
COG2075	Ribosomal protein L24E	0
COG1098	Predicted RNA binding protein (contains ribosomal protein S1 domain)	0
COG2238	Ribosomal protein S19E (S16A)	0
COG4901	Ribosomal protein S25	0
COG0423	Glycyl-tRNA synthetase (class II)	0
COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	0
COG2163	Ribosomal protein L14E/L6E/L27E	0
COG2167	Ribosomal protein L39E	0
COG3276	Selenocysteine-specific translation elongation factor	0
COG3277	RNA-binding protein involved in rRNA processing	0
COG0228	Ribosomal protein S16	0
COG1798	Diphthamide biosynthesis methyltransferase	0
COG0222	Ribosomal protein L7/L12	0
COG0223	Methionyl-tRNA formyltransferase	0
COG0227	Ribosomal protein L28	0
COG1825	Ribosomal protein L25 (general stress protein Ctc)	0
COG4937	Predicted regulatory domain of prephenate dehydrogenase	0
COG0244	Ribosomal protein L10	0
COG0008	Glutamyl- and glutaminyl-tRNA synthetases	0
COG0009	Putative translation factor (SUA5)	0
COG1544	Ribosome-associated protein Y (PSrp-1)	0
COG0242	N-formylmethionyl-tRNA deformylase	0
COG1746	tRNA nucleotidyltransferase (CCA-adding enzyme)	0
COG0162	Tyrosyl-tRNA synthetase	0
COG4919	Ribosomal protein S30	0
COG1676	tRNA splicing endonuclease	0
COG1670	Acetyltransferases, including N-acetylases of ribosomal proteins	0
COG2178	Predicted RNA-binding protein of the translin family	0
COG0495	Leucyl-tRNA synthetase	0
COG1384	Lysyl-tRNA synthetase (class I)	0
COG2174	Ribosomal protein L34E	0
COG1383	Ribosomal protein S17E	0
COG5270	PUA domain (predicted RNA-binding domain)	0
COG0359	Ribosomal protein L9	0
COG0099	Ribosomal protein S13	0
COG0098	Ribosomal protein S5	0
COG5053	Translation initiation factor 4E (eIF-4E)	0
COG0094	Ribosomal protein L5	0
COG0097	Ribosomal protein L6P/L9E	0
COG0096	Ribosomal protein S8	0
COG0091	Ribosomal protein L22	0
COG0090	Ribosomal protein L2	0
COG0093	Ribosomal protein L14	0
COG0092	Ribosomal protein S3	0
COG5384	U3 small nucleolar ribonucleoprotein component	0
COG5163	Protein required for biogenesis of the 60S ribosomal subunit	0
COG0858	Ribosome-binding factor A	0
COG0565	rRNA methylase	0
COG0564	Pseudouridylate synthases, 23S RNA-specific	0
COG0566	rRNA methylases	0
COG2147	Ribosomal protein L19E	0
COG1889	Fibrillarin-like rRNA methylase	0
COG0072	Phenylalanyl-tRNA synthetase beta subunit	0
COG1603	RNase P/RNase MRP subunit p30	0
COG1601	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain	0
COG2890	Methylase of polypeptide chain release factors	0
COG0172	Seryl-tRNA synthetase	0
COG0173	Aspartyl-tRNA synthetase	0
COG2888	Predicted Zn-ribbon RNA-binding protein with a function in translation	0
COG2511	Archaeal Glu-tRNAGln amidotransferase subunit E (contains GAD domain)	0
COG2519	tRNA(1-methyladenosine) methyltransferase and related methyltransferases	0
COG0482	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	0
COG0480	Translation elongation factors (GTPases)	0
COG1471	Ribosomal protein S4E	0
COG0088	Ribosomal protein L4	0
COG0089	Ribosomal protein L23	0
COG0080	Ribosomal protein L11	0
COG0081	Ribosomal protein L1	0
COG0087	Ribosomal protein L3	0
COG2868	Predicted ribosomal protein	0
COG2092	Translation elongation factor EF-1beta	0
COG2097	Ribosomal protein L31E	0
COG1369	RNase P/RNase MRP subunit POP5	0
COG5051	Ribosomal protein L36E	0
COG0721	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	0
COG1190	Lysyl-tRNA synthetase (class II)	0
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (PET112 homolog)	0
COG0828	Ribosomal protein S21	0
COG0060	Isoleucyl-tRNA synthetase	0
COG2157	Ribosomal protein L20A (L18A)	0
COG1206	NAD(FAD)-utilizing enzyme possibly involved in translation	0
COG0103	Ribosomal protein S9	0
COG0102	Ribosomal protein L13	0
COG0101	Pseudouridylate synthase	0
COG0100	Ribosomal protein S11	0
COG5593	Nucleic-acid-binding protein possibly involved in ribosomal biogenesis	0
COG1890	Ribosomal protein S3AE	0
COG4830	Ribosomal protein S26	0
COG5154	RNA-binding protein required for 60S ribosomal subunit biogenesis	0
COG0182	Predicted translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family	0
COG5192	GTP-binding protein required for 40S ribosome biogenesis	0
COG1374	Protein involved in ribosomal biogenesis, contains PUA domain	0
COG2016	Predicted RNA-binding protein (contains PUA domain)	0
COG2813	16S RNA G1207 methylase RsmC	0
COG5045	Ribosomal protein S10E	0
COG1588	RNase P/RNase MRP subunit p29	0
COG1491	Predicted RNA-binding protein	0
COG4108	Peptide chain release factor RF-3	0
COG1188	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	0
COG1189	Predicted rRNA methylase	0
COG1184	Translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family	0
COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	0
COG1186	Protein chain release factor B	0
COG0184	Ribosomal protein S15P/S13E	0
COG0051	Ribosomal protein S10	0
COG0050	GTPases - translation elongation factors	0
COG0052	Ribosomal protein S2	0
COG0293	23S rRNA methylase	0
COG0292	Ribosomal protein L20	0
COG0291	Ribosomal protein L35	0
COG0290	Translation initiation factor 3 (IF-3)	0
COG1503	Peptide chain release factor 1 (eRF1)	0
COG2125	Ribosomal protein S6E (S10)	0
COG2123	RNase PH-related exoribonuclease	0
COG3231	Aminoglycoside phosphotransferase	0
COG1358	Ribosomal protein HS6-type (S12/L30/L7a)	0
COG2004	Ribosomal protein S24E	0
COG2451	Ribosomal protein L35AE/L33A	0
COG2007	Ribosomal protein S8E	0
COG1867	N2,N2-dimethylguanosine tRNA methyltransferase	0
COG0267	Ribosomal protein L33	0
COG0264	Translation elongation factor Ts	0
COG0180	Tryptophanyl-tRNA synthetase	0
COG0349	Ribonuclease D	0
COG0186	Ribosomal protein S17	0
COG0185	Ribosomal protein S19	0
COG0261	Ribosomal protein L21	0
COG4352	Ribosomal protein L13E	0
COG0268	Ribosomal protein S20	0
COG0757	3-dehydroquinate dehydratase II	0
COG0754	Glutathionylspermidine synthase	0
COG2362	D-aminopeptidase	0
COG1027	Aspartate ammonia-lyase	0
COG3869	Arginine kinase	0
COG0685	5,10-methylenetetrahydrofolate reductase	0
COG0686	Alanine dehydrogenase	0
COG0687	Spermidine/putrescine-binding periplasmic protein	0
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	0
COG0683	ABC-type branched-chain amino acid transport systems, periplasmic component	0
COG2303	Choline dehydrogenase and related flavoproteins	0
COG0289	Dihydrodipicolinate reductase	0
COG1305	Transglutaminase-like enzymes, putative cysteine proteases	0
COG2987	Urocanate hydratase	0
COG2986	Histidine ammonia-lyase	0
COG1171	Threonine dehydratase	0
COG2309	Leucyl aminopeptidase (aminopeptidase T)	0
COG4812	Ethanolamine utilization cobalamin adenosyltransferase	0
COG0765	ABC-type amino acid transport system, permease component	0
COG0040	ATP phosphoribosyltransferase	0
COG0287	Prephenate dehydrogenase	0
COG3200	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	0
COG1605	Chorismate mutase	0
COG1505	Serine proteases of the peptidase family S9A	0
COG1506	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases	0
COG4126	Hydantoin racemase	0
COG1509	Lysine 2,3-aminomutase	0
COG3799	Methylaspartate ammonia-lyase	0
COG0133	Tryptophan synthase beta chain	0
COG0131	Imidazoleglycerol-phosphate dehydratase	0
COG0136	Aspartate-semialdehyde dehydrogenase	0
COG0137	Argininosuccinate synthase	0
COG0134	Indole-3-glycerol phosphate synthase	0
COG0135	Phosphoribosylanthranilate isomerase	0
COG0334	Glutamate dehydrogenase/leucine dehydrogenase	0
COG2856	Predicted Zn peptidase	0
COG0440	Acetolactate synthase, small (regulatory) subunit	0
COG0337	3-dehydroquinate synthetase	0
COG2021	Homoserine acetyltransferase	0
COG2317	Zn-dependent carboxypeptidase	0
COG1126	ABC-type polar amino acid transport system, ATPase component	0
COG0520	Selenocysteine lyase	0
COG0031	Cysteine synthase	0
COG1125	ABC-type proline/glycine betaine transport systems, ATPase components	0
COG0527	Aspartokinases	0
COG2981	Uncharacterized protein involved in cysteine biosynthesis	0
COG3962	Acetolactate synthase	0
COG1897	Homoserine trans-succinylase	0
COG3705	ATP phosphoribosyltransferase involved in histidine biosynthesis	0
COG4175	ABC-type proline/glycine betaine transport system, ATPase component	0
COG4766	Ethanolamine utilization protein	0
COG5630	Acetylglutamate synthase	0
COG4810	Ethanolamine utilization protein	0
COG2716	Glycine cleavage system regulatory protein	0
COG4448	L-asparaginase II	0
COG0308	Aminopeptidase N	0
COG2195	Di- and tripeptidases	0
COG1246	N-acetylglutamate synthase and related acetyltransferases	0
COG0531	Amino acid transporters	0
COG1770	Protease II	0
COG1003	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	0
COG3977	Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase	0
COG0411	ABC-type branched-chain amino acid transport systems, ATPase component	0
COG0547	Anthranilate phosphoribosyltransferase	0
COG0141	Histidinol dehydrogenase	0
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	0
COG0626	Cystathionine beta-lyases/cystathionine gamma-synthases	0
COG0436	Aspartate/tyrosine/aromatic aminotransferase	0
COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	0
COG3138	Arginine/ornithine N-succinyltransferase beta subunit	0
COG0620	Methionine synthase II (cobalamin-independent)	0
COG2939	Carboxypeptidase C (cathepsin A)	0
COG2902	NAD-specific glutamate dehydrogenase	0
COG1921	Selenocysteine synthase [seryl-tRNASer selenium transferase]	0
COG4917	Ethanolamine utilization protein	0
COG3340	Peptidase E	0
COG0722	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	0
COG4302	Ethanolamine ammonia-lyase, small subunit	0
COG1703	Putative periplasmic protein kinase ArgK and related GTPases of G3E family	0
COG2113	ABC-type proline/glycine betaine transport systems, periplasmic components	0
COG0804	Urea amidohydrolase (urease) alpha subunit	0
COG4690	Dipeptidase	0
COG4176	ABC-type proline/glycine betaine transport system, permease component	0
COG3633	Na+/serine symporter	0
COG2873	O-acetylhomoserine sulfhydrylase	0
COG0014	Gamma-glutamyl phosphate reductase	0
COG0709	Selenophosphate synthase	0
COG0010	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family	0
COG0019	Diaminopimelate decarboxylase	0
COG0549	Carbamate kinase	0
COG0548	Acetylglutamate kinase	0
COG0253	Diaminopimelate epimerase	0
COG0703	Shikimate kinase	0
